"year","country","location","precipitation"
2021,"Greenland","Jacksonbury",53.37642525122309
2017,"Uganda","South Sarahtown",53.38698871975309
2005,"Madagascar","Petersonville",53.41674665146282
2010,"Thailand","Melissamouth",53.42214960362346
2003,"Kyrgyz Republic","Romanland",53.42717540170836
2004,"New Caledonia","Chamberstown",53.42909640342626
2015,"Vanuatu","Katherineshire",53.44415659843919
2021,"Central African Republic","South Nicholasbury",53.46259289447164
2013,"Israel","Port Michaelport",53.466966381905
2015,"Tanzania","Lake James",53.46884405048726
2020,"Yemen","New Michaelfurt",53.47544754847523
2018,"Gambia","Lambchester",53.48370788245843
2013,"Chad","Kevinside",53.505408603951
2019,"Israel","Mistyburgh",53.51159027474457
2009,"Guatemala","Port Heidiburgh",53.513757289018656
2002,"Congo","Shawnville",53.52291249104224
2003,"North Macedonia","Christianbury",53.52384692287132
2016,"Kiribati","South Todd",53.53180269041079
2005,"Antigua and Barbuda","New Joshuaberg",53.53682941131485
2010,"Gibraltar","Port Glenda",53.5666197315628
2002,"Taiwan","Port Leahshire",53.57624997111184
2005,"French Polynesia","North Robert",53.57935809439205
2000,"Philippines","Port Brent",53.58649970181113
2019,"Tokelau","East Brandyberg",53.59284723756529
2012,"Luxembourg","Cooperchester",53.59304811991124
2006,"Svalbard & Jan Mayen Islands","Darrylborough",53.59607156209291
2007,"Albania","Anitaburgh",53.60564264884954
2022,"Saint Pierre and Miquelon","Port Brandy",53.62791040382897
2010,"Russian Federation","West Thomas",53.63068957764152
2010,"French Guiana","West Graceville",53.65138431266418
2022,"Maldives","Philliphaven",53.6649789538412
2009,"Spain","Taylorborough",53.66598422209624
2017,"Grenada","North Kellitown",53.66853237256427
2002,"Latvia","North Breanna",53.6836049897769
2021,"Belgium","North Chelsea",53.71213912581912
2005,"Dominican Republic","South Jerryfurt",53.7254874507358
2016,"Ukraine","North Kevinfurt",53.73357702596464
2014,"Christmas Island","Grahamville",53.74878090465794
2019,"Philippines","New Danielle",53.75203350009474
2018,"United Kingdom","Lake Mandy",53.75973343540248
2006,"Guinea","Kevintown",53.780453639570766
2022,"Angola","New Angela",53.78279553656166
2003,"Tunisia","Gibsonhaven",53.798509050006246
2013,"Equatorial Guinea","East Linda",53.80158223187467
2008,"Korea","North Josephshire",53.80227576469607
2005,"United Kingdom","Port Victorfort",53.80656454604648
2017,"Belize","North Karla",53.81092568625021
2012,"Myanmar","Stevenburgh",53.81199807162731
2012,"Fiji","Ayerston",53.81571765876576
2013,"British Indian Ocean Territory (Chagos Archipelago)","Alexandrafurt",53.82069764590175
2009,"Nicaragua","Pamelaport",53.82862564149592
2022,"Bulgaria","Brendabury",53.83233843966717
2009,"Guinea-Bissau","Huangburgh",53.8380963587851
2017,"Somalia","New Patrickland",53.852542612854194
2021,"Afghanistan","Andreborough",53.86533126953138
2013,"Liechtenstein","South Heatherton",53.86949757927165
2021,"Isle of Man","Ramirezland",53.87160890393808
2015,"Burundi","East Charlene",53.87238464554248
2017,"Sierra Leone","North Francisco",53.88095903368764
2010,"Mozambique","Lake Kevin",53.8813982612405
2019,"Jamaica","North Carlaberg",53.88371655618821
2000,"Nauru","Williamsmouth",53.93286493632957
2019,"Slovakia (Slovak Republic)","South Jessica",53.95727925855031
2022,"Bahamas","Debraside",53.96877428080244
2021,"Cayman Islands","Masonside",53.980071108569305
2003,"Guinea-Bissau","Reneehaven",53.98589930497332
2022,"Antigua and Barbuda","New Joseph",53.986746893149096
2014,"Saint Barthelemy","East Annaburgh",54.00164608686681
2000,"Algeria","East Brandonchester",54.00304106981474
2014,"United States Virgin Islands","Meganbury",54.01581575848745
2005,"Antarctica (the territory South of 60 deg S)","Port Jenniferborough",54.036732137786416
2015,"Comoros","Port Heatherport",54.0423171258717
2013,"Ecuador","Youngbury",54.051860704250686
2015,"Reunion","Lake Gregory",54.05459864414329
2010,"Germany","North Jillianmouth",54.07519355237949
2021,"American Samoa","Francismouth",54.09012191570063
2011,"Central African Republic","Lanceshire",54.134614355831005
2018,"Cayman Islands","Jeffreyview",54.13788880412317
2003,"Gibraltar","South Mary",54.14100689575856
2013,"Kyrgyz Republic","Shortport",54.14805961273102
2007,"Armenia","North Eric",54.15667149202326
2019,"Spain","Katrinaland",54.1877153297984
2012,"Oman","Port Georgemouth",54.19058903036118
2019,"Togo","Lake Kristen",54.19645547004942
2004,"Gibraltar","East Alexander",54.21799428455337
2012,"Kiribati","Milesshire",54.24835503610771
2010,"Grenada","Lake Kellymouth",54.26025638088448
2020,"Austria","Lake Abigail",54.27567878795768
2006,"Poland","North Austinland",54.281939483663976
2004,"Anguilla","Williamsfort",54.28898094857767
2017,"Kenya","Lake Gregoryville",54.2892575106072
2004,"Guam","West Virginia",54.28957171213287
2005,"Montserrat","Franklinshire",54.31207072373533
2000,"Taiwan","East Christy",54.31346363337464
2009,"British Indian Ocean Territory (Chagos Archipelago)","Brettborough",54.31469745552341
2004,"Antigua and Barbuda","Heathermouth",54.32068762784667
2021,"Aruba","South Richardland",54.34139012418723
2009,"Sudan","New Rhonda",54.359046154125615
2016,"Guernsey","North Adriana",54.36005346294749
2022,"Belize","Port Nathanbury",54.36932327746431
2017,"Lao People's Democratic Republic","Ochoafurt",54.37054742734458
2008,"New Zealand","Briannaburgh",54.371856488271874
2015,"Kiribati","Santanaton",54.39884643457701
2007,"Angola","West Theresastad",54.40576748188069
2018,"Lao People's Democratic Republic","Willismouth",54.41019776660706
2021,"American Samoa","East Jesse",54.42129141484124
2004,"Tajikistan","South Lisafort",54.42165006046115
2022,"Northern Mariana Islands","Jonesfort",54.4245759166713
2001,"Niger","Richardbury",54.425359628748296
2008,"Burkina Faso","Mariotown",54.42784578723193
2015,"Ethiopia","Port Jonathanstad",54.43679296973131
2009,"Belize","New Nathaniel",54.43982029537199
2004,"Morocco","New Jasmine",54.44039854560049
2013,"Mauritius","Port Nicolestad",54.46384104668997
2021,"Martinique","Lake Linda",54.48953338136151
2006,"Ethiopia","East Leefurt",54.51785080734231
2016,"Nauru","Port Wesleyhaven",54.525819820720734
2004,"Romania","Tinaburgh",54.54399520585773
2010,"Saint Barthelemy","Deborahton",54.55743722384535
2012,"United States Minor Outlying Islands","Annamouth",54.58536586924332
2004,"Gambia","South Jeffrey",54.61231142662372
2005,"Guinea-Bissau","Port Terri",54.62095371552389
2009,"Falkland Islands (Malvinas)","Shawnburgh",54.63125901881363
2016,"France","Lake Bradleybury",54.639480228633886
2008,"Bouvet Island (Bouvetoya)","Jensenshire",54.66385519853056
2017,"Cambodia","Colemanchester",54.678241789803685
2003,"Faroe Islands","Alvarezfurt",54.6920750838578
2006,"Romania","Ashleyland",54.695249107823294
2018,"Lao People's Democratic Republic","Morrismouth",54.71059894037662
2010,"Korea","Hannahchester",54.72955793392688
2017,"Burkina Faso","Scottview",54.7324685880804
2011,"Austria","Jonesshire",54.75768454032315
2011,"Taiwan","Jonesfort",54.76347795861949
2016,"Saint Kitts and Nevis","West Williamhaven",54.76915759384621
2004,"Zimbabwe","South Katherinefurt",54.77007562324885
2001,"Macao","South Lindseymouth",54.77421336427718
2004,"Cape Verde","Rowlandborough",54.77720031812149
2019,"Tanzania","Port Micheleshire",54.79340760785808
2017,"Peru","Lake Heathermouth",54.79966343186501
2019,"Barbados","Smithstad",54.83065203183668
2015,"Argentina","Robinborough",54.84577923750543
2015,"Timor-Leste","New Ellenburgh",54.85145605176008
2019,"Singapore","Port Julia",54.869992368243246
2012,"Guatemala","Knoxstad",54.87176919338279
2018,"Ethiopia","East Victoriabury",54.87313995609576
2020,"Saudi Arabia","Gilbertfort",54.87862532917358
2014,"Armenia","Ramirezfurt",54.882979258159104
2019,"Mozambique","Lake Jamesbury",54.90834090756682
2005,"Kyrgyz Republic","West Michael",54.927163683848434
2013,"Guam","Lake Brian",54.930907435697264
2007,"Fiji","Kimberlyland",54.93987827344287
2020,"Haiti","Murraybury",54.94006964163983
2013,"Papua New Guinea","Ericshire",54.97283338542136
2004,"Russian Federation","Valenzuelabury",54.988959544697046
2015,"Iraq","South Lee",54.98921478943952
2002,"Canada","North Lindseyville",54.99979225763629
2009,"Maldives","Williamsonfort",55.00180338325455
2001,"Antigua and Barbuda","West Jesse",55.01264025539962
2002,"Guyana","Coryville",55.02489295401149
2017,"Tunisia","Cummingsbury",55.03058944810114
2008,"Hong Kong","Coopermouth",55.032721503131086
2015,"Benin","New James",55.043777311925126
2010,"Vietnam","East Lori",55.04593195741846
2019,"United States Minor Outlying Islands","Joshuafurt",55.05410937457594
2013,"Jersey","East Codyfurt",55.05744178997168
2011,"Yemen","New Andrew",55.06241024627769
2020,"Angola","Lake Johnberg",55.06250729154532
2016,"Tuvalu","West Traceyborough",55.08778930411695
2013,"Algeria","Port Charles",55.08954495184061
2008,"Liechtenstein","New Amandahaven",55.09143498669452
2004,"Tonga","North Bonnieborough",55.1097689587336
2000,"Honduras","Staffordton",55.13369741494108
2007,"Cayman Islands","Port Katherine",55.15190891357637
2012,"Kenya","Lake Joseph",55.16176883708172
2013,"Isle of Man","Lake Stephaniemouth",55.19462405790125
2004,"Chad","Juliefort",55.19956381094847
2017,"Kiribati","Johnsonmouth",55.20521817346693
2001,"Palau","Suttonstad",55.208760083567576
2011,"Isle of Man","Raymondshire",55.22349043880699
2005,"Australia","North Tylerstad",55.24217109063044
2018,"Portugal","New Julie",55.24394566422556
2010,"Sweden","Bethanytown",55.250122566629045
2019,"Iraq","Robertmouth",55.25652188061783
2008,"Ethiopia","East Tony",55.275685686603694
2002,"Turks and Caicos Islands","Victoriachester",55.2790288537976
2016,"Pitcairn Islands","Jonathanstad",55.28332477277158
2004,"Ukraine","Holmesport",55.30180541780418
2004,"Mongolia","Colemanmouth",55.30763794257771
2005,"Turks and Caicos Islands","East Theresa",55.30903528427496
2000,"United States Minor Outlying Islands","Port Carriefurt",55.31049410126773
2021,"Mauritania","East Joelland",55.31951110859398
2004,"Afghanistan","Herreraberg",55.335263027568125
2011,"Martinique","Abigailshire",55.35312120957022
2009,"Zimbabwe","New Zachary",55.35382490560987
2022,"Malawi","West Michaelburgh",55.36165677944204
2007,"Venezuela","Deckerland",55.36949285446921
2020,"Congo","Trevinoburgh",55.37774121156546
2009,"Haiti","Brandifurt",55.386187987640525
2018,"Romania","South Davidfort",55.39537464483754
2016,"Papua New Guinea","North Marc",55.40518773581628
2017,"Gibraltar","Anthonyland",55.40565275776574
2020,"Sierra Leone","Moorehaven",55.40596623700164
2014,"Kenya","West Derek",55.40637034413695
2009,"Guinea-Bissau","Walterberg",55.40828800106107
2006,"Belarus","Lake Phillipview",55.409139765432414
2012,"Guinea-Bissau","West Kathrynstad",55.41507516180676
2011,"Indonesia","South Tina",55.422746066748815
2001,"Norway","Samueltown",55.42372833677231
2015,"New Caledonia","Hutchinsonmouth",55.437617205482695
2021,"Singapore","Crawfordside",55.438496697940266
2018,"Cameroon","New Bradleymouth",55.43854944648952
2003,"Panama","East Brandi",55.43995575696786
2004,"Palau","Johnsonmouth",55.45319591188672
2017,"Bouvet Island (Bouvetoya)","East Sherrifort",55.45507257461567
2020,"Singapore","Burkechester",55.46475538778897
2002,"Northern Mariana Islands","East James",55.47877835626568
2007,"Guinea","Caldwellburgh",55.48467319144103
2014,"India","Jennifermouth",55.52072398709221
2000,"Romania","Port Timothychester",55.53415146316494
2008,"Venezuela","Mooreview",55.54333705865733
2014,"Congo","North Pamela",55.54366326696483
2022,"Western Sahara","Bakershire",55.54381884023376
2000,"Mauritius","Duffyburgh",55.54945894061459
2010,"American Samoa","Jacobport",55.5517470803629
2010,"Gambia","Paigeland",55.5556865030894
2016,"France","Martinezbury",55.55599274771429
2009,"Hong Kong","Port Michaelview",55.56170180461309
2007,"Andorra","Sydneyland",55.569078561554186
2005,"Finland","Karenfort",55.58053179024576
2004,"Afghanistan","East Thomasburgh",55.58887219824253
2013,"Maldives","Port Suzanneville",55.59418563575097
2008,"Singapore","New Scotttown",55.596680640975
2011,"Saint Martin","Kimport",55.60791367625567
2013,"Iraq","Strongburgh",55.6109299269214
2003,"Marshall Islands","New Ryanmouth",55.63289055870442
2004,"Congo","East Lawrence",55.63996522270022
2004,"Faroe Islands","Lake Johnbury",55.66448008727152
2018,"Seychelles","Port Rebecca",55.665919621844
2012,"Bouvet Island (Bouvetoya)","Barronbury",55.66804729654713
2019,"Central African Republic","Port Ashley",55.67282869882404
2001,"India","Marisafort",55.68305284460897
2009,"Uganda","Rebeccahaven",55.69149170172631
2013,"Saint Helena","New Tina",55.716723557835856
2001,"Suriname","West Richard",55.71836063214634
2022,"Moldova","Alexanderhaven",55.72159714714802
2013,"Central African Republic","South Drewside",55.72925366507769
2017,"Cote d'Ivoire","Lake Alexanderhaven",55.733274401774814
2015,"Heard Island and McDonald Islands","Samuelchester",55.74313466180271
2021,"Croatia","Dawnburgh",55.74668846618051
2018,"El Salvador","Marystad",55.750578793627895
2006,"Ukraine","Port Robert",55.75602299662221
2012,"Zambia","South Jeffrey",55.76044730503165
2008,"Norway","Megantown",55.77155870892913
2014,"Algeria","Lake Danielleton",55.77643161423139
2013,"Tokelau","South Deborah",55.79334718371239
2014,"Grenada","Kinghaven",55.803777796320674
2005,"Western Sahara","West Colleenberg",55.80460912048326
2004,"Norfolk Island","Stevenland",55.80522104598062
2022,"Russian Federation","Loganton",55.81068094528988
2003,"Guernsey","Meganport",55.81133787642676
2001,"India","South Kimberlyshire",55.82026217798743
2002,"Turks and Caicos Islands","Harrisport",55.82515600698847
2020,"Angola","Davisfurt",55.8352508243884
2002,"Turkmenistan","East Michael",55.83545000188258
2000,"Morocco","Bryantside",55.84147382406369
2010,"Belgium","Ramirezhaven",55.86106785067248
2018,"New Zealand","New Josephstad",55.86764188117472
2015,"Uzbekistan","Williamland",55.87381234738984
2015,"Guinea-Bissau","Lake Joshua",55.879568024596296
2004,"Martinique","East Christopher",55.88010491100404
2010,"Tanzania","New Christopherland",55.88458978692916
2001,"Sao Tome and Principe","Lake William",55.889164747205335
2006,"China","Alyssamouth",55.89493386929208
2006,"Maldives","Bentonshire",55.904172541980735
2013,"Sao Tome and Principe","Davisborough",55.91421658436837
2016,"Austria","Breannaton",55.92965719562672
2005,"Georgia","Lake Calvin",55.93724311904472
2003,"Swaziland","North Alicialand",55.94092600636388
2022,"Korea","West Christopher",55.94783074193579
2002,"Albania","Moraleschester",55.95900371506684
2020,"Saint Martin","Dariusshire",55.967749273670655
2022,"Reunion","Simmonsburgh",56.00399905936917
2022,"Guinea-Bissau","North Kimberlychester",56.00434786176215
2013,"Russian Federation","South Michaelchester",56.03684196373832
2003,"France","New Yolanda",56.0405521859604
2000,"Bangladesh","Costastad",56.07905973819849
2018,"Kyrgyz Republic","East Jillian",56.07922371430032
2018,"Tanzania","Rachelport",56.10665697750948
2018,"British Indian Ocean Territory (Chagos Archipelago)","Spencerchester",56.1208424841116
2013,"Brazil","West Randyport",56.134886357649485
2013,"Iran","Barberbury",56.15388779739521
2002,"Brazil","Huffstad",56.15923008279399
2019,"Grenada","South Kennethtown",56.15979621967453
2013,"Serbia","Annahaven",56.18321938705887
2020,"Brazil","Thomaschester",56.18947941735309
2005,"Central African Republic","Victoriahaven",56.22087129012547
2003,"Uzbekistan","Hunterfurt",56.22824414122006
2004,"Indonesia","Riosberg",56.26041774364732
2012,"Guam","Doughertyshire",56.26503787432589
2021,"Antigua and Barbuda","Lake Jill",56.305789821570464
2002,"American Samoa","New Richardshire",56.32041919140396
2011,"Cocos (Keeling) Islands","West Scott",56.32469523991841
2006,"Hungary","Cookside",56.344843599927685
2020,"Mauritius","Christinemouth",56.36842736616805
2004,"Argentina","South Andrea",56.3697253524407
2001,"Nigeria","West Courtneyside",56.37512838036044
2017,"Morocco","East Brian",56.37563795661082
2014,"Azerbaijan","Nicholschester",56.38573110431352
2003,"Latvia","Parkborough",56.39471043285885
2015,"Spain","Thompsonview",56.40633093913918
2015,"Tajikistan","West Timothy",56.41596747718539
2013,"Madagascar","West Garrettmouth",56.41698961594519
2020,"Tuvalu","Julieborough",56.420466408662726
2017,"Brunei Darussalam","North Alexis",56.42743532815394
2021,"Barbados","Port Williamville",56.43448460687686
2017,"Honduras","Mariamouth",56.43533553490627
2020,"Cuba","North Katherine",56.439565612572096
2003,"French Polynesia","Port Joseph",56.44421311509665
2009,"New Zealand","Joanside",56.45375371168709
2002,"Singapore","Ericville",56.4649788331113
2013,"Nicaragua","South Tammy",56.470006536701135
2020,"Nigeria","North Kylechester",56.475142105900304
2010,"Kuwait","Josephville",56.50290645421927
2003,"Senegal","Jamesborough",56.50772318438349
2013,"Philippines","Martineztown",56.51747767285975
2005,"Benin","West Dana",56.517982306481
2016,"Belarus","West Gregory",56.533149622736026
2014,"Iraq","Williamsside",56.53701563682368
2007,"Mali","Deckerville",56.540142446961184
2015,"Kazakhstan","North Jeffrey",56.56267620765581
2020,"South Georgia and the South Sandwich Islands","Gonzaleshaven",56.608263262043664
2011,"Honduras","Hannahfort",56.612926901677895
2020,"Saint Pierre and Miquelon","Lindafurt",56.62922908649224
2021,"Hungary","North Lindamouth",56.63416059621928
2016,"Guernsey","Stephanieland",56.64591992052925
2022,"American Samoa","Mitchellbury",56.667630258145984
2001,"Austria","Davilachester",56.66845307338265
2017,"Christmas Island","Port Christopher",56.68100484266091
2016,"New Caledonia","South Joseph",56.687048624979575
2015,"Marshall Islands","Kellyfurt",56.71098132368782
2016,"Liechtenstein","South Larry",56.72599816267216
2003,"Papua New Guinea","South Stacy",56.72804664314258
2017,"Togo","Alexandertown",56.73858605311104
2007,"Grenada","Reeveschester",56.75281618759019
2015,"Haiti","Maryside",56.75607505330762
2021,"Norway","Grahamton",56.76316816509134
2003,"China","New Jessica",56.76553860029756
2021,"Cambodia","Kristenburgh",56.77821007191152
2006,"Iraq","Lake Hannah",56.82169736866779
2007,"Gabon","North Dennisfurt",56.82825230991325
2000,"Trinidad and Tobago","South Aliciaton",56.83497152613447
2008,"Barbados","Lewisland",56.85476734625132
2016,"Grenada","South Evan",56.86320636466123
2012,"Nauru","Michaelview",56.86579377591593
2005,"Bermuda","Lake Mason",56.87027658051854
2002,"Guernsey","New Amyview",56.8827723525406
2013,"Vietnam","South Kirkton",56.90197094709236
2005,"Denmark","Reynoldsberg",56.91078278650723
2019,"Taiwan","Frazierburgh",56.9224336052614
2000,"Ethiopia","Amandaville",56.930685977181625
2006,"Cook Islands","Christon",56.95792865051795
2006,"Lebanon","South Ryan",56.96122886916887
2001,"Seychelles","North Nicholasfort",56.972913792514966
2022,"Cape Verde","South Raystad",56.97944570556963
2019,"Oman","South Annette",56.98000652846269
2011,"Seychelles","New David",57.00016918811525
2005,"Myanmar","Wallaceview",57.01053812001936
2006,"Mauritania","Steventon",57.02162110164255
2013,"Maldives","Elizabethshire",57.02871852160655
2015,"Bolivia","East Pamela",57.03127766611837
2013,"United States of America","Gallowaytown",57.038198156104336
2018,"Maldives","Port Hollystad",57.046799697471954
2010,"Falkland Islands (Malvinas)","Lake Kendra",57.08074344628136
2022,"Angola","Lake David",57.087731326599126
2015,"Ukraine","Shawnfurt",57.09078886758257
2021,"Monaco","New Russell",57.091231986541366
2011,"Bermuda","Port Elizabethmouth",57.098563789746
2005,"Guatemala","West William",57.12277420985825
2007,"Niger","West Kristinemouth",57.12302086169176
2011,"France","Port Todd",57.123534369012894
2011,"Paraguay","Dianastad",57.124769851060464
2007,"Philippines","Penaville",57.13474482218642
2019,"Iran","Hamptonfurt",57.13893513057061
2000,"Tanzania","Sanchezbury",57.15602803458065
2006,"Saudi Arabia","Lake Sandrafurt",57.17392164448783
2008,"Belize","Port Anne",57.1752764189972
2016,"Slovakia (Slovak Republic)","Sandramouth",57.18584651055225
2018,"Eritrea","Loriburgh",57.200272360008974
2017,"Kuwait","New Ian",57.20443396691092
2014,"Egypt","Emilyfurt",57.21085255485653
2015,"Costa Rica","Clarkfurt",57.21787022410485
2009,"Algeria","Saraton",57.227275529974506
2021,"Chile","West Allen",57.25123792788144
2014,"Albania","Nathanfort",57.26165892155423
2021,"Kiribati","North Kimberly",57.27088318847172
2017,"Burkina Faso","New Julie",57.29768754998615
2013,"Gambia","Stewartshire",57.29920220291458
2017,"Andorra","Wilsonport",57.30758414834348
2007,"Kuwait","North Danielhaven",57.3191970081664
2017,"Zimbabwe","Williamsport",57.325952173846254
2018,"Iceland","West Wyatt",57.33923667872632
2016,"Greenland","Bradshawberg",57.34214946455263
2000,"Mongolia","New Jamestown",57.3462562278972
2001,"Kuwait","East Janiceside",57.34722105135859
2013,"Timor-Leste","Diazhaven",57.34978319075582
2006,"Bosnia and Herzegovina","Port William",57.370224260075005
2021,"Thailand","North Amandachester",57.389637625173904
2016,"Norfolk Island","Port Lindaberg",57.39159148983529
2017,"Somalia","East Jason",57.41034939803218
2008,"Tunisia","North William",57.43458923936954
2020,"Andorra","Calderonmouth",57.43462281418385
2006,"Cape Verde","Lake Margaret",57.442868537589845
2010,"Ireland","Lake John",57.44855916622718
2016,"Malta","Leeberg",57.45257823698117
2003,"Timor-Leste","Mullinsfurt",57.45424526251088
2000,"Slovenia","Lake Donaldland",57.45891568408903
2008,"Costa Rica","North Tammybury",57.45963132057875
2010,"Albania","East Kimberly",57.462465115710536
2010,"United States Minor Outlying Islands","Pachecoville",57.46730058963535
2006,"Micronesia","Port Cristina",57.46763604942067
2018,"French Southern Territories","Gardnerside",57.50306065152899
2004,"Cayman Islands","Lake Stevenport",57.51995325165144
2017,"United Kingdom","Kirkview",57.523926101259846
2019,"Turks and Caicos Islands","Jefferyport",57.53858070613457
2003,"Cyprus","Joshuaberg",57.56853913149829
2013,"Uganda","Mcgeeside",57.57203957378281
2022,"Switzerland","North Shannon",57.57540889666672
2014,"Bulgaria","East Julian",57.58061110603937
2009,"Estonia","Evelynborough",57.58183797174037
2022,"India","Longview",57.58855932740568
2019,"Moldova","New Christina",57.60241030044827
2000,"Congo","Loriport",57.61069633824158
2016,"Antigua and Barbuda","New Travisview",57.61100974564539
2009,"Tuvalu","Longmouth",57.61331448707872
2011,"Vietnam","Port Patrickchester",57.61868136458728
2010,"Bolivia","Franklinmouth",57.6196930933224
2018,"Portugal","West Christinafurt",57.635092588861546
2003,"Yemen","Colleenland",57.6632321494664
2005,"Bosnia and Herzegovina","Lake Ryan",57.66650264858598
2018,"Cape Verde","Markfort",57.685723964929416
2009,"Sierra Leone","Hufffurt",57.72716177216775
2020,"Comoros","West Andrewville",57.72767627861678
2008,"British Virgin Islands","South Emily",57.72790800335565
2019,"Qatar","New Nicoleborough",57.73970679748061
2021,"Colombia","Hortonfort",57.74712703224656
2010,"Somalia","West Williamshire",57.75009249217001
2007,"Switzerland","East Scotttown",57.76811334598586
2004,"Thailand","New Chelsea",57.79130629408652
2017,"Nicaragua","South Jimville",57.804828139882105
2008,"Albania","Lozanomouth",57.80553250963949
2011,"Costa Rica","Gonzalezchester",57.80821913869153
2020,"Netherlands Antilles","Dylanbury",57.81161535998065
2018,"Congo","Valdezland",57.827208758699
2021,"France","Nicolemouth",57.84473718838373
2019,"Mayotte","East Jamiemouth",57.855571254337626
2002,"Greece","North Hannahton",57.87236416387379
2009,"Grenada","West Bryan",57.888477566132856
2020,"Zambia","Lake Kristin",57.88901947163409
2008,"Saint Helena","Browntown",57.89207629914769
2010,"Nicaragua","Jameschester",57.89529037410633
2015,"Western Sahara","Lake Alexanderberg",57.89665620019417
2007,"Kiribati","New Joshuaview",57.90111079337423
2022,"Western Sahara","Johnview",57.91026025917175
2019,"Qatar","Aaronview",57.92328851699453
2016,"Ukraine","Port Wesley",57.93389836574152
2018,"Portugal","West Edwardside",57.9392264305851
2011,"Gambia","East Anthony",57.94406563209422
2002,"Wallis and Futuna","Lloydmouth",57.94452259172726
2021,"Kyrgyz Republic","Woodville",57.94628415415129
2000,"Denmark","New Jessicashire",57.94764987547823
2016,"French Guiana","Vangmouth",57.95447387103687
2011,"Romania","North Marctown",57.96402582935062
2013,"Holy See (Vatican City State)","Jamesport",57.96426635132186
2006,"Niger","East Jacob",57.96630419105713
2019,"Cambodia","West Ericberg",57.97033881018658
2019,"Nepal","Martinezfurt",57.98524843132985
2016,"Comoros","Stephanieton",57.98855166040071
2000,"Mali","Bakerburgh",57.99068057397449
2020,"Tonga","New Douglas",57.99781164715013
2016,"India","West Alyssaburgh",58.00850273393527
2021,"Mexico","Billyshire",58.05237693022895
2012,"Netherlands","Port Dawn",58.05261656142484
2010,"Brunei Darussalam","East Carlosshire",58.056310703954026
2011,"Georgia","Port Reneeburgh",58.0816426968299
2016,"Malaysia","Fernandobury",58.08395373728449
2012,"Hungary","Watkinsmouth",58.09235684314187
2005,"Northern Mariana Islands","Maryberg",58.09360420886863
2019,"Monaco","Clarkside",58.096695877125605
2015,"Brunei Darussalam","Nathanmouth",58.10326893533906
2020,"Papua New Guinea","North Stevenview",58.10984832483641
2015,"Slovakia (Slovak Republic)","Melissamouth",58.11512655086395
2013,"Palestinian Territory","South Derrick",58.13680952093128
2005,"United States Virgin Islands","Morrisview",58.151005385436186
2017,"Georgia","Port Anthonyfort",58.152203695247394
2003,"Northern Mariana Islands","Port Katherinefort",58.15518227341944
2019,"Cayman Islands","North Ashley",58.15726784777131
2022,"Belarus","Port Melissahaven",58.204098534582286
2006,"Reunion","Port Sarahport",58.218318759573165
2018,"Botswana","Waltermouth",58.2435763123752
2000,"Philippines","North Codyfort",58.2442769058468
2005,"Jersey","Reyeshaven",58.27172911101274
2004,"Tonga","Kennethview",58.27833238376511
2010,"Uganda","Chungside",58.28165273916132
2000,"Guyana","West Pattyville",58.28957477575548
2009,"Argentina","Martineztown",58.2910342640687
2009,"Mongolia","Reedburgh",58.324434983532456
2012,"Belize","West John",58.33798120372187
2019,"Pakistan","Kennedybury",58.34230378208118
2022,"Western Sahara","Oconnorborough",58.3566568758375
2020,"France","Moniquefort",58.36563374924798
2005,"Tonga","South Anthony",58.382358911320594
2019,"Netherlands Antilles","North Robertville",58.39488892532376
2007,"Latvia","Stevensonberg",58.4038565623127
2010,"Cambodia","Port Calebmouth",58.45233524502399
2001,"Turkey","New Cherylchester",58.45571707478402
2003,"Kuwait","Annmouth",58.45735150044189
2005,"Honduras","Taylorberg",58.45974416104647
2001,"Taiwan","Maryberg",58.47219988532272
2016,"Sweden","East Diane",58.48493892996191
2001,"Spain","New Dawnside",58.48514671149481
2012,"Fiji","South Abigail",58.489612175725206
2014,"Finland","Lake Bridgetview",58.49717991719972
2020,"Canada","West John",58.49956813457619
2016,"Sierra Leone","West Matthewshire",58.50461870799085
2015,"French Guiana","Tonyberg",58.522996139677865
2003,"Brunei Darussalam","Ellismouth",58.52566765503509
2018,"Samoa","Brandonfurt",58.528171669112105
2005,"Hungary","North James",58.54491155859397
2000,"Nicaragua","Watersberg",58.54737420988063
2003,"Liechtenstein","East Derek",58.55151729270362
2010,"Aruba","Dawsonport",58.56031361963413
2013,"Panama","Parsonshaven",58.56892010264531
2014,"Oman","South Shawnside",58.57558704695822
2000,"Sweden","Lake Travisbury",58.59584085867855
2010,"Saudi Arabia","Walshburgh",58.596072025850674
2006,"Israel","Drakemouth",58.59980476872403
2010,"Turkmenistan","Reidborough",58.60100809080807
2020,"Ireland","Steventon",58.60120103650822
2005,"Romania","Lloydstad",58.60259677470378
2017,"Bangladesh","Michaelville",58.61040091046393
2006,"Korea","New Juliehaven",58.68822482409532
2004,"Russian Federation","South Natalie",58.69541367863914
2002,"Northern Mariana Islands","West Melindaborough",58.70007193155836
2009,"Gabon","East Christopherstad",58.70126501670554
2012,"Brazil","North Melissaville",58.70442833198754
2008,"Ethiopia","New Robert",58.70941646691057
2002,"Trinidad and Tobago","South Nancy",58.72092224414104
2020,"Bosnia and Herzegovina","South James",58.72391029829621
2012,"Maldives","West Steven",58.7306370248137
