"year","country","location","temperature"
2009,"Lithuania","Lake Deborah",15.549096774515974
2000,"Uganda","New Katrina",15.55080106962492
2000,"Bosnia and Herzegovina","Alexischester",15.556628423300069
2013,"Suriname","Danielschester",15.556640418415355
2017,"Tanzania","Lake Yolandachester",15.559367627606967
2010,"Mali","New Lisaville",15.559541151117802
2019,"Faroe Islands","Sanchezfort",15.559772674380072
2009,"Luxembourg","Port Jason",15.56066060696327
2009,"Andorra","North Dominic",15.565081987105648
2019,"Lao People's Democratic Republic","South Kara",15.566834494901386
2013,"Monaco","Greenbury",15.568117016812684
2021,"Nicaragua","Lake Apriltown",15.568305717153835
2003,"Myanmar","Matthewstown",15.568666115996676
2017,"Saint Pierre and Miquelon","Port Edwinshire",15.56924633142451
2004,"Burkina Faso","Wilsonmouth",15.571013485310882
2022,"El Salvador","Casetown",15.57160206656506
2005,"Uganda","West Jason",15.57222681086525
2016,"Anguilla","New Brianna",15.575620316716265
2022,"Kazakhstan","West Carrie",15.57567706726976
2000,"Belize","South Diana",15.5765494230117
2004,"Paraguay","East Paul",15.578423479531407
2009,"Gabon","East Christopherstad",15.579167532695998
2017,"Congo","Lake Jaredborough",15.579636195362692
2011,"Christmas Island","Nelsonbury",15.579685486964538
2002,"Gabon","Moorebury",15.580394248844772
2012,"Guadeloupe","North Jacob",15.583156418198971
2016,"Slovakia (Slovak Republic)","Port Kylefurt",15.583583137405313
2003,"Saint Martin","Port Corey",15.58690757170318
2019,"Holy See (Vatican City State)","Hobbsburgh",15.590111362927235
2007,"French Guiana","Ivanland",15.590561624066066
2021,"American Samoa","East John",15.594970431166148
2003,"Timor-Leste","Mullinsfurt",15.598053116313498
2010,"Wallis and Futuna","Boydton",15.601035933380476
2013,"Northern Mariana Islands","Ashleyfurt",15.601415477577977
2001,"Papua New Guinea","Lake Aprilmouth",15.602782120027191
2013,"Korea","Priceville",15.603571721951855
2003,"Lebanon","North Katherine",15.604393807089831
2006,"Cocos (Keeling) Islands","North Kaitlin",15.606167368560698
2008,"Myanmar","Meyerville",15.60815597571496
2014,"Bulgaria","Smithberg",15.608313293752811
2011,"Pitcairn Islands","Juliaview",15.60876660163818
2018,"Sri Lanka","Lake Jordan",15.613974457551674
2011,"Mozambique","West Lauriechester",15.614719877091094
2021,"Saint Kitts and Nevis","Port Alexandraview",15.616135209857184
2017,"Tonga","East Troy",15.617466589456717
2019,"Nicaragua","South Kenneth",15.618392320316245
2013,"Guinea","Lake Lindaport",15.619020436860854
2002,"Saint Vincent and the Grenadines","Jordanstad",15.622351690968692
2004,"Finland","East Dennis",15.62287578533676
2013,"Norway","Douglasport",15.622957376009088
2015,"Bolivia","Townsendtown",15.62364672755345
2020,"Korea","Dawnhaven",15.62443440777453
2001,"Montenegro","New Angelaton",15.62959253198319
2016,"Trinidad and Tobago","Joshuaberg",15.63332220296692
2003,"Saint Martin","Port William",15.63705947026987
2008,"Afghanistan","West Jennifershire",15.638089228642082
2001,"United States Minor Outlying Islands","East Kathleenport",15.639052998290932
2011,"Iraq","Ericmouth",15.64272466684334
2018,"Georgia","Mariatown",15.64331940585408
2017,"Malawi","West Joseph",15.64351476877826
2010,"India","Payneville",15.647535476563291
2002,"Israel","Rodriguezberg",15.647584894451262
2010,"Oman","Aaronchester",15.648941196883548
2022,"Germany","Bradleyborough",15.649141099427894
2019,"United Arab Emirates","East Annaside",15.650659249016323
2007,"Nepal","East Rodneyburgh",15.653405667932509
2003,"Timor-Leste","Lake Kevin",15.6546186462414
2011,"Thailand","Lake Alexanderview",15.65616477508291
2008,"Bermuda","New Joshuaside",15.65899465496515
2012,"Malawi","Port Douglasland",15.65971562180524
2011,"Malaysia","West Lisabury",15.663206207231378
2010,"Guinea","North Brandonport",15.663377900970891
2017,"Armenia","Amandaview",15.665715120252507
2008,"Saint Vincent and the Grenadines","West Christopher",15.665771726861914
2006,"Luxembourg","Cantrellmouth",15.66590189745767
2008,"Uganda","Lake Coryfort",15.666279516554347
2003,"Austria","Williamshaven",15.666997458024664
2011,"Tonga","Englishland",15.667336958430498
2009,"Belize","New Nathaniel",15.671463276627426
2014,"Burkina Faso","Brewerfurt",15.672399600621706
2019,"Madagascar","Gonzalezshire",15.674689344802625
2014,"Dominica","South Victor",15.67596804276096
2017,"Sudan","Brettport",15.676020911091376
2002,"Sao Tome and Principe","East Mary",15.679388277804073
2004,"Heard Island and McDonald Islands","Josephfort",15.68106208995808
2014,"Luxembourg","East Johnchester",15.68184107257731
2013,"Burundi","Robinsonbury",15.68262118309888
2018,"Latvia","East Ginamouth",15.686075597175696
2000,"Korea","New Scottchester",15.686521684173083
2019,"New Caledonia","South Joshuabury",15.688769103119114
2016,"Samoa","New Sonya",15.688894133896346
2013,"Congo","New Steventon",15.691075751094711
2016,"Guernsey","North Adriana",15.691700979814192
2009,"Sudan","New Rhonda",15.691791502159914
2005,"Haiti","South Kayla",15.695056347813887
2020,"France","Moniquefort",15.695767257434005
2010,"Trinidad and Tobago","Ambertown",15.695944118657296
2000,"Taiwan","South Nicoleberg",15.696657785325192
2005,"Afghanistan","Lisamouth",15.697968584938405
2011,"British Virgin Islands","New Davidfurt",15.698867222974254
2019,"Wallis and Futuna","Stephenmouth",15.699876891905944
2016,"New Caledonia","South Joseph",15.700890218707237
2021,"Australia","West Victoriaburgh",15.701315615568896
2010,"Nauru","Davistown",15.701863346965904
2006,"India","Bowersfurt",15.702747629943524
2017,"Nauru","Vargastown",15.70452849964248
2022,"Panama","North Julietown",15.704800104046251
2002,"Netherlands Antilles","Georgemouth",15.705082869422862
2004,"Israel","Erinbury",15.707433656503458
2013,"Heard Island and McDonald Islands","Lake Lori",15.707496553548363
2019,"Panama","East Antonioside",15.708537351585992
2002,"China","Davisborough",15.711545709246089
2008,"San Marino","Lintown",15.714257161288916
2006,"Tunisia","East Edwin",15.714619073255548
2011,"Burkina Faso","Port Jacqueline",15.714641720022891
2012,"Pakistan","New Jeremy",15.716216941106374
2016,"Luxembourg","Lake Seanfort",15.71731604789743
2019,"Holy See (Vatican City State)","Jacksonburgh",15.717525473327472
2022,"Tajikistan","Kirbyside",15.717596639285269
2002,"Malaysia","East Tammyville",15.719934900945576
2015,"Bolivia","East Pamela",15.720695747546785
2000,"Brunei Darussalam","South Jennifer",15.721363265770462
2019,"Mayotte","Kaylaburgh",15.723281158390872
2005,"Mexico","South Randy",15.727099284453615
2005,"Cuba","Barrettmouth",15.729420878540276
2014,"Egypt","East Meagan",15.72944024263924
2011,"Isle of Man","South Shannon",15.729793545692315
2004,"Uganda","New Matthew",15.730292961420291
2003,"Bermuda","Port Kevinshire",15.734856516600262
2003,"Lithuania","East Lisa",15.73838746117241
2018,"Georgia","Port Janet",15.741673824869894
2007,"Dominica","Port Jacquelineshire",15.742016566744423
2010,"Zambia","Lake Jessicastad",15.742645288743017
2014,"Benin","West Barbaraland",15.743819921714664
2001,"Zambia","Samanthatown",15.744270002758793
2008,"Croatia","Laurieport",15.746770403737434
2001,"Saint Vincent and the Grenadines","Jennaland",15.749237281970949
2021,"Tunisia","East Kevinside",15.749411154744871
2002,"Morocco","Rogerstown",15.751330947549258
2015,"Haiti","Joshuastad",15.751818723844064
2002,"Djibouti","Christopherville",15.753620997002244
2019,"United Arab Emirates","Jonland",15.75462383083908
2021,"Wallis and Futuna","Port Thomasberg",15.755168877925865
2012,"Guadeloupe","South Judychester",15.756368507405105
2001,"Portugal","South Michaelmouth",15.756512427293652
2007,"Egypt","Lake Rhonda",15.760458979375237
2013,"Panama","New Davidborough",15.761489279573311
2002,"Gabon","New Jonathanhaven",15.761556765950967
2005,"Georgia","West Thomasport",15.761972756928396
2020,"Cocos (Keeling) Islands","South Steven",15.762210499492449
2019,"Tanzania","Port Micheleshire",15.763314558977306
2022,"British Indian Ocean Territory (Chagos Archipelago)","North Stephen",15.763664247719271
2015,"Mozambique","West Katiemouth",15.764024300824271
2015,"Pakistan","Aaronshire",15.766134482965128
2005,"Mayotte","Kimberlyborough",15.768162238057329
2014,"Ukraine","Davidborough",15.768768410612685
2001,"South Africa","Sarafurt",15.770151677634027
2015,"Austria","North Derrick",15.7712082668982
2016,"Nepal","Harrisonchester",15.77128629400999
2021,"Russian Federation","Port Erichaven",15.771601074168132
2007,"Belgium","East Amymouth",15.772060327953152
2004,"Bouvet Island (Bouvetoya)","Jillland",15.772637245438856
2002,"Nauru","Marymouth",15.773541591595254
2001,"Burkina Faso","East Robert",15.774167123284524
2014,"Swaziland","Tomview",15.774747675087143
2018,"United Kingdom","Lake Mandy",15.775370382370776
2010,"Nicaragua","Kanefurt",15.77735944450174
2013,"Israel","Stephaniechester",15.77753452885116
2016,"Tunisia","North Timothy",15.780500284036098
2007,"Yemen","Carlyville",15.781347318102574
2020,"Greenland","New Connieton",15.782308868534969
2019,"Bhutan","North Ryan",15.782998910276072
2009,"Kenya","East Pamela",15.783589723704152
2009,"Central African Republic","Whitebury",15.783671016353642
2013,"Myanmar","Kramertown",15.784116159855383
2019,"Australia","Howardfort",15.784367243951175
2011,"Saint Lucia","Douglastown",15.784391926800216
2003,"Saint Barthelemy","Murillohaven",15.785704110122923
2000,"Rwanda","Hughesville",15.788180996646265
2007,"Korea","Brittanyborough",15.789609677945077
2010,"Iceland","Benjaminborough",15.79031028169388
2016,"Anguilla","North Jay",15.79082435782287
2022,"Wallis and Futuna","Merrittview",15.792688037594292
2020,"Western Sahara","Lauraville",15.792696134173347
2003,"Paraguay","East Elaineside",15.794348254792029
2004,"Switzerland","South Louiston",15.796076762114213
2017,"Montenegro","Seanfurt",15.798585237151595
2019,"Slovenia","Brennanville",15.801577609625406
2011,"Egypt","Lake Jimmyland",15.807379724072314
2006,"Sri Lanka","East Margaretfurt",15.808119788558615
2001,"Kenya","Port Rhonda",15.808310194403829
2000,"Bhutan","North Victoriamouth",15.809947789303346
2018,"Senegal","South Jonside",15.814974625358484
2021,"Greenland","New Ashley",15.81530201482693
2018,"Martinique","New Ryanburgh",15.820649740756666
2004,"Sao Tome and Principe","Goodfort",15.82380770226248
2005,"Finland","South Keithland",15.824444944965167
2011,"Somalia","South Wendytown",15.82487912644147
2017,"Saint Martin","North Lauren",15.828246970997409
2006,"Azerbaijan","Port Cody",15.829742199976248
2008,"Nicaragua","Emilyfort",15.830733010654145
2022,"Heard Island and McDonald Islands","East Chelsealand",15.831469277839712
2015,"Ghana","Lyonsville",15.832924877974348
2014,"Tokelau","North Joshua",15.83321678496908
2008,"Venezuela","Carlsonhaven",15.834551183685564
2002,"Mongolia","Toddfurt",15.837091457935966
2011,"Samoa","Sherryhaven",15.837690027038688
2000,"Norway","Briantown",15.83819660798278
2021,"Mauritania","North Mary",15.83853419684257
2017,"Mexico","Jesuschester",15.839213651442613
2001,"Israel","North Sandra",15.839732237485435
2005,"Haiti","Hernandezborough",15.839963776639747
2019,"Guernsey","Kimtown",15.840071565164129
2022,"Heard Island and McDonald Islands","Jermainemouth",15.840457128418596
2018,"Antarctica (the territory South of 60 deg S)","Lake Kaitlynberg",15.840960506829216
2004,"Algeria","Lake Maryland",15.84261282316355
2008,"Moldova","Port Robertview",15.845550136656808
2005,"Jersey","Davisburgh",15.848114781630509
2015,"North Macedonia","South Catherine",15.850261987634926
2022,"Western Sahara","Oconnorborough",15.853138960443452
2020,"Mali","North Danielton",15.854433680781966
2021,"Cook Islands","North Megan",15.856710821944649
2020,"Spain","Juliaville",15.85774802236031
2013,"Dominica","North Brianland",15.85777229135341
2013,"Zimbabwe","Margaretburgh",15.859016330864064
2007,"Singapore","South Nancychester",15.859187505847157
2010,"Holy See (Vatican City State)","Williambury",15.85927662633555
2016,"French Guiana","Heatherview",15.86023144330752
2012,"Malawi","Lake Melissatown",15.860366026175493
2007,"Cuba","New Kaylahaven",15.86098388004411
2015,"Luxembourg","Milesshire",15.861335861688476
2012,"Germany","Wrightside",15.862188206278256
2011,"Saint Barthelemy","Tracyshire",15.862312763410191
2022,"Tonga","East Maryshire",15.86324034251919
2016,"Hungary","Lake Alyssahaven",15.863653918112668
2020,"Thailand","West Maria",15.86433101638614
2003,"Palestinian Territory","New Derek",15.865067428233086
2012,"Central African Republic","Brownton",15.866745728461574
2014,"South Africa","Alvarezshire",15.870016389368134
2010,"Cocos (Keeling) Islands","Davidstad",15.871610241678038
2019,"Falkland Islands (Malvinas)","Wigginsfurt",15.871878081571428
2005,"Greece","Jessicahaven",15.872520518135538
2008,"Japan","West Julianton",15.87277642649055
2007,"Austria","Wattsside",15.87366039417902
2005,"Tanzania","Port Carmen",15.874350985861277
2018,"Serbia","West Michaelshire",15.874664583472672
2013,"British Indian Ocean Territory (Chagos Archipelago)","Stevensfurt",15.875761624215698
2022,"Norway","West Jeremy",15.877962398532494
2003,"Liechtenstein","Justinshire",15.878287965792182
2013,"Romania","East Miguel",15.87879645612746
2007,"Portugal","New Waynefort",15.879199791563106
2015,"Tajikistan","West Timothy",15.87994403750361
2020,"Antigua and Barbuda","Port Jill",15.880135204286246
2001,"Panama","Mariemouth",15.885899649984289
2005,"Senegal","North Erictown",15.887618446273017
2008,"Western Sahara","Nancyborough",15.888199140071036
2006,"Zambia","Port Kathleen",15.888246584637756
2020,"Guyana","Michaelport",15.889183583053216
2007,"United Kingdom","Christensenfurt",15.889312783371654
2015,"Swaziland","Hugheshaven",15.889338905388271
2019,"Samoa","West Joshuamouth",15.891383983948668
2010,"Philippines","Smithburgh",15.89261368908378
2003,"Aruba","South Chelseashire",15.89455422410544
2013,"Singapore","West Karen",15.898000813210976
2012,"Montenegro","Lake Ashley",15.900637547049245
2001,"Zambia","Angeltown",15.902463237373318
2008,"Liechtenstein","Tylerfurt",15.9039829410487
2007,"India","North Laurieside",15.904626858715776
2003,"Jamaica","Cohenton",15.906033953372445
2012,"Bouvet Island (Bouvetoya)","New Stephaniefort",15.906488471655654
2011,"Netherlands","South Elizabethtown",15.907029140828564
2006,"Costa Rica","West James",15.907184613487535
2000,"French Guiana","Wellsville",15.908147559231386
2010,"Algeria","Austinstad",15.909077602664633
2002,"Madagascar","West Kevin",15.912641287048109
2012,"Afghanistan","Heatherfurt",15.91541970057215
2012,"Belgium","East Allen",15.916343683774755
2012,"Czech Republic","North Ashleytown",15.91678305337937
2020,"Sierra Leone","Port Alexandra",15.917537150537026
2009,"New Zealand","Stevenland",15.918696677704654
2011,"Paraguay","South Jacobfurt",15.92085014673183
2021,"Romania","North Christopher",15.921120536161483
2004,"Saint Vincent and the Grenadines","Jenniferberg",15.92195317099153
2003,"Saint Helena","North Davidbury",15.926292159812368
2012,"Belarus","Gracehaven",15.927661131079008
2019,"Pakistan","Donfort",15.928444609379854
2016,"Greece","Lake David",15.928555245095655
2019,"Nepal","Martinezfurt",15.931620448702034
2000,"Slovenia","Adrianport",15.93216179112431
2018,"Bahrain","Keithbury",15.933405358836485
2011,"Netherlands Antilles","Jacksonhaven",15.934782986343611
2000,"Panama","Alejandroside",15.934973945529007
2011,"Antigua and Barbuda","North Jonathan",15.936006877391195
2014,"Saint Lucia","Port Michaelborough",15.93675108119566
2001,"Iceland","Guyside",15.939517777437432
2019,"Germany","Thorntonchester",15.939884834175505
2021,"Spain","South Glenntown",15.941179694523008
2009,"Montserrat","Lake Lindastad",15.941344306723426
2019,"Montenegro","Woodburgh",15.94249909979519
2001,"Japan","Lake Nicholasshire",15.944264181513264
2018,"Myanmar","West Cassandraside",15.944394458083286
2008,"Mozambique","Josephville",15.94453641426979
2010,"Bahrain","Leonardmouth",15.945030511833668
2017,"United Kingdom","Charlesview",15.945858184202848
2011,"Cambodia","Stewartport",15.9463312225784
2022,"Congo","New Donald",15.946857413373056
2011,"Nepal","Bendertown",15.94696911032765
2002,"Congo","Harringtonborough",15.948756759350344
2002,"Brazil","East Williamfort",15.951947907765582
2010,"Vietnam","East Lori",15.954556873169407
2012,"Kazakhstan","Smithville",15.956857936146822
2007,"Iraq","New Lindaville",15.958113884711414
2003,"Holy See (Vatican City State)","West Steve",15.958541900787102
2009,"Kenya","North James",15.96000249940824
2010,"Cambodia","East Bernard",15.960160969490689
2005,"Algeria","New William",15.96026604404001
2015,"Benin","West Ericport",15.961088900172784
2012,"Guam","Doughertyshire",15.968929969875438
2019,"Kyrgyz Republic","Harrisfurt",15.969015065752808
2013,"Cape Verde","Lake Nathan",15.970455428428451
2016,"Georgia","Patriciaside",15.970962802313668
2006,"Sudan","Lake Jason",15.971482204247565
2009,"United Kingdom","Stevensfurt",15.974700250975728
2022,"Uzbekistan","West Eduardo",15.97609457182852
2018,"Falkland Islands (Malvinas)","Williamschester",15.977248124444728
2006,"Barbados","West William",15.977256095876855
2008,"Hong Kong","Smithberg",15.977657266061405
2009,"Iraq","Levyton",15.977734741357724
2007,"Brunei Darussalam","West Rebecca",15.97877598555193
2019,"Germany","New Marilyn",15.97941299170215
2013,"Russian Federation","South Michaelchester",15.979827296890011
2004,"Solomon Islands","Port Timothyburgh",15.981599064031617
2014,"Trinidad and Tobago","Port Bettyville",15.982053177937264
2007,"Samoa","Vegaville",15.982223739608084
2017,"South Georgia and the South Sandwich Islands","Judithburgh",15.986620993565834
2022,"Tuvalu","Bradleyfort",15.986969438124948
2021,"Greenland","Elizabethberg",15.987309067405638
2015,"Jamaica","East Melissa",15.987585900641957
2022,"Canada","West Julia",15.989896059873873
2011,"Spain","North Seanview",15.990731768965466
2022,"Pitcairn Islands","Smithhaven",15.992519313129709
2016,"Micronesia","Lake Cynthia",15.996927856056583
2005,"Sri Lanka","East Natashabury",15.99749073222131
2012,"Honduras","Hartland",15.997674828513604
2017,"Svalbard & Jan Mayen Islands","Malloryview",15.998018319173829
2010,"Niger","New Ericabury",15.998029234551344
2018,"Pitcairn Islands","South Keith",15.99997912119168
2014,"Ghana","Earlside",16.003290494649058
2008,"Estonia","Singhside",16.00420291630661
2018,"Ethiopia","East Victoriabury",16.007693632485953
2014,"Guyana","South Margaretview",16.00837582977853
2019,"Suriname","South Tracey",16.008509550988652
2002,"Liberia","Barkerside",16.009917493490125
2009,"Saint Vincent and the Grenadines","Ianchester",16.01043846704385
2000,"Serbia","Diazmouth",16.012309327750106
2019,"Mauritius","Comptonland",16.012345527056333
2019,"Tunisia","Katherinefurt",16.013237338712525
2016,"Oman","Loweberg",16.01373583880193
2004,"Belize","Jimshire",16.015430718977136
2022,"Panama","Humphreyview",16.015693972777957
2000,"Uganda","North Codyhaven",16.01635893139705
2021,"Saint Pierre and Miquelon","South Michelle",16.01726393712171
2018,"India","Reneebury",16.018688126972233
2005,"Brazil","Veronicaberg",16.01895116237218
2001,"Antigua and Barbuda","New Christopherfort",16.019936761003056
2002,"Mayotte","New Amy",16.025355716146695
2016,"Sierra Leone","West Matthewshire",16.026145698883113
2006,"Monaco","New Michael",16.02729776632492
2012,"Vanuatu","West Josephview",16.029474655360243
2011,"Puerto Rico","Port Scott",16.02984265729239
2022,"Tonga","Kathleenfort",16.030661966598256
2019,"Lao People's Democratic Republic","East Billymouth",16.033875556234936
2002,"Armenia","Smithshire",16.037218738199954
2002,"Slovakia (Slovak Republic)","Jakeville",16.038638378496373
2002,"Georgia","Wallborough",16.03877847647955
2005,"Armenia","West Corychester",16.03927642395536
2010,"French Polynesia","Tonyaville",16.04005400422034
2001,"Lesotho","Lake Wendy",16.04180741756873
2018,"United States Minor Outlying Islands","Evanmouth",16.042102845060324
2015,"Germany","East Michaelport",16.0450340714207
2017,"Kuwait","Huntershire",16.046482552590643
2007,"Spain","Cameronshire",16.04759547776776
2018,"Moldova","Stephensberg",16.048102276672576
2010,"Cayman Islands","Hillmouth",16.049116492214594
2012,"Zimbabwe","Port Julieberg",16.04941292362332
2013,"Senegal","Arthurville",16.051991279481143
2012,"Syrian Arab Republic","Carolburgh",16.053853710803317
2015,"Seychelles","Hillburgh",16.054420101202098
2004,"Kiribati","East Amy",16.054757068738333
2009,"Uganda","Rebeccahaven",16.054889819579905
2017,"Haiti","East Nicolebury",16.055299277625164
2009,"French Polynesia","Markshire",16.05670494767326
2003,"Wallis and Futuna","New Kimberly",16.05946564359348
2021,"Nigeria","New Crystal",16.060234198483688
2003,"Faroe Islands","Alvarezfurt",16.060387493233943
2006,"El Salvador","Sandersmouth",16.061071044036083
2005,"Falkland Islands (Malvinas)","East Nicolefort",16.06616210774189
2017,"Chad","New Wendy",16.0689614677646
2001,"Lesotho","Jeffreyview",16.06939665111238
2019,"Kazakhstan","Bryanfort",16.070742425492075
2005,"Comoros","New Candice",16.073958165486182
2008,"Gambia","Lake Donald",16.075405106243014
2003,"Indonesia","Williamton",16.077624498382995
2010,"Korea","Anthonyfort",16.07765305256253
2000,"American Samoa","North Kylefort",16.079668762128378
2008,"Antarctica (the territory South of 60 deg S)","North Angela",16.080521894730882
2008,"Luxembourg","Rachelport",16.081661265434125
2007,"Sri Lanka","East Marychester",16.083664437849755
2003,"Moldova","Kathyland",16.085439787989717
2005,"Myanmar","Coryside",16.086376308579826
2012,"Norfolk Island","Jillburgh",16.086576991739495
2007,"Madagascar","Ginafurt",16.08673588264753
2006,"Afghanistan","North Angelamouth",16.087603541375664
2019,"Western Sahara","East Kimberly",16.087836670361693
2013,"Madagascar","West Garrettmouth",16.088636292201034
2001,"Bulgaria","Port Ronaldtown",16.08922586319568
2010,"Bhutan","Ashleyfort",16.09000576498592
2016,"British Virgin Islands","Port Alexmouth",16.0909254271011
2007,"Vietnam","Zacharybury",16.09098354578939
2005,"Aruba","Davidhaven",16.091221878089364
2017,"Kyrgyz Republic","North Elizabeth",16.094327740067932
2016,"Sweden","South Michaelton",16.096238413560556
2017,"Papua New Guinea","Lake Danielside",16.096571403982445
2012,"Haiti","Lake Cynthiaburgh",16.09737516173843
2016,"Sri Lanka","Linville",16.098920069935378
2018,"China","Port Ninaburgh",16.10071063087938
2022,"Uzbekistan","Lake Carrie",16.10083672638285
2003,"Australia","Robertsmouth",16.10099295180926
2017,"Burkina Faso","New Julie",16.102069915383396
2021,"Central African Republic","Hillburgh",16.104476530735838
2015,"Niger","East Danahaven",16.10629175271569
2005,"New Caledonia","East Linda",16.108837108916074
2018,"Romania","South Davidfort",16.10933634404039
2012,"Aruba","West Donaldland",16.1097964913175
2021,"Suriname","Phyllischester",16.112067071558716
2020,"American Samoa","Hollystad",16.112218735600482
2021,"Qatar","Brittneyborough",16.11290157424521
2008,"Hong Kong","Coopermouth",16.11293033529659
2016,"Maldives","Williamsburgh",16.11494962966151
2010,"Maldives","Lake Lindaborough",16.11953883529529
2007,"Greece","Mccluremouth",16.119920130988074
2021,"Croatia","Dawnburgh",16.12224239846719
2011,"Congo","North Nicolestad",16.123443737643026
2007,"Turkey","West Curtis",16.127068628006334
2009,"New Caledonia","Suzannemouth",16.12723281012064
2008,"Guinea","South David",16.12961183365169
2001,"Mexico","Garciaberg",16.130146060056486
2004,"Nigeria","East Jamesfort",16.130682703416806
2010,"Gambia","Paigeland",16.132008370973686
2010,"Eritrea","South Catherineborough",16.133310646174678
2016,"Turkmenistan","Deanfort",16.133342248065233
2004,"Greenland","Nicholasmouth",16.134177354425738
2017,"Austria","Lake Alexander",16.13735520519496
2012,"Tonga","Dayville",16.137416055218807
2009,"Spain","Dawnmouth",16.14003348792142
2010,"Falkland Islands (Malvinas)","Lake Kendra",16.141291906064797
2010,"Burkina Faso","Padillaport",16.144498626789655
2008,"Italy","Port Adam",16.14468350539168
2022,"Gabon","Taylorbury",16.144943716972392
2000,"Lesotho","Richardchester",16.145513194217088
2013,"Bhutan","West Jennifer",16.145995061325433
2013,"Reunion","New William",16.146251859303383
2006,"Macao","Trujillobury",16.146654769230285
2021,"Puerto Rico","Port Christinehaven",16.15153285755612
2002,"Guam","Anneshire",16.152400341762878
2010,"United States Minor Outlying Islands","North Johnmouth",16.15346679128453
2003,"Poland","East Javier",16.15352228067591
2004,"Bangladesh","New John",16.156519553910158
2005,"Estonia","Nicoleburgh",16.160207759453023
2005,"Sri Lanka","Harrisfurt",16.161396777514515
2005,"Ethiopia","East Gregoryport",16.161783962944664
2021,"Hong Kong","South Richardville",16.16282655509768
2017,"Slovakia (Slovak Republic)","East James",16.16633240953393
2009,"Palestinian Territory","West Keith",16.16658128222154
2015,"Nicaragua","New Bruce",16.1681183724125
2003,"El Salvador","New Pamela",16.16822524483361
2005,"Turkey","Kevinburgh",16.16915066241219
2022,"Rwanda","Lake Patricialand",16.17102649001375
2002,"Madagascar","Ramireztown",16.17153185960105
2009,"Tanzania","Ericksonton",16.173397709096097
2016,"Palestinian Territory","Nancymouth",16.173462424445066
2013,"Christmas Island","Mannland",16.174017189387104
2020,"Turks and Caicos Islands","Lake Heatherland",16.174802213339124
2021,"Bahamas","Howellchester",16.175790190101974
2022,"Bolivia","South Julieland",16.17658479033597
2001,"American Samoa","South Thomasfurt",16.179280835046786
2017,"Macao","Knightland",16.180203224693624
2018,"Lesotho","Schwartzmouth",16.180966017522085
2012,"United States Virgin Islands","Perezville",16.181392834295163
2010,"Solomon Islands","North Heather",16.182407051064025
2021,"Barbados","Port Williamville",16.183151376808723
2013,"Bahrain","Fosterhaven",16.183615325872914
2014,"Falkland Islands (Malvinas)","Phillipsmouth",16.183672036899832
2004,"Grenada","Maryland",16.185702885614287
2006,"Qatar","Lake Justinmouth",16.186585853680896
2000,"Sierra Leone","Sarahshire",16.190467412475574
2016,"Gambia","East Matthewbury",16.191113141238386
2013,"Syrian Arab Republic","Sullivanburgh",16.191788553559956
2005,"Aruba","South David",16.192101004913717
2008,"Pitcairn Islands","Walkerborough",16.19316841978064
2000,"Cocos (Keeling) Islands","Port Michael",16.195939015824106
2021,"Reunion","Kristashire",16.19632316921728
2019,"Vietnam","Karenville",16.197255114087486
2015,"United Arab Emirates","East Sandramouth",16.198267327401624
2021,"Algeria","Combsshire",16.198283534913926
2002,"Qatar","Lake Anna",16.1983538315109
2019,"Nigeria","East Richard",16.198552855462417
2017,"Ecuador","New Bryan",16.19984790848691
2013,"Timor-Leste","West Stephanie",16.201937096664704
2003,"British Indian Ocean Territory (Chagos Archipelago)","South Alec",16.20214559600838
2016,"Iraq","North Williambury",16.20283809758528
2002,"Montenegro","Dennisland",16.204087924513175
2021,"Gabon","Danielleview",16.205170460463936
2011,"Liberia","Sarahhaven",16.205344788540938
2010,"Paraguay","North Jennifer",16.205665377690504
2002,"Iceland","Terrimouth",16.205752647484918
2010,"Thailand","East Stanleymouth",16.206607887471826
2022,"Finland","North Brandon",16.20971357422653
2022,"Malaysia","Murphyshire",16.210594270127572
2019,"Uruguay","Lake Mark",16.211211966387175
2007,"Trinidad and Tobago","North Donnahaven",16.214003681121643
2017,"Bahrain","Richardsontown",16.21509818719035
2000,"Nicaragua","New Nicholasfurt",16.215707952178683
2004,"Bouvet Island (Bouvetoya)","West Williamland",16.215926856989107
2017,"Liechtenstein","Port Ianport",16.2175993215272
2008,"Norfolk Island","Beasleyton",16.218662931629368
2018,"Oman","Erinshire",16.21937237703818
2021,"Sierra Leone","East Juan",16.22006210994552
2001,"Pakistan","Jonathanland",16.221298106251034
2008,"Tanzania","West Robertchester",16.223537030130572
2006,"Zambia","Martinfurt",16.22507877115597
2004,"Singapore","Haydenside",16.22863359474356
2002,"Austria","Villaside",16.231464559727044
2022,"Albania","Susanland",16.232648360589582
2004,"Kazakhstan","New Jennifer",16.233169817082583
2000,"Zimbabwe","New Samantha",16.23352234081335
2019,"Australia","Port Taylor",16.234172467381985
2018,"Ukraine","North Katelyn",16.234246556364056
2013,"Iran","Port John",16.234842371573492
2006,"Mauritania","Port Barbaraton",16.236382851918794
2002,"Kiribati","South Melissa",16.23676798968655
2005,"Macao","Schmidthaven",16.241746665566776
2001,"Botswana","Jameschester",16.24338221449409
2003,"Georgia","Summerfurt",16.243401938166585
2005,"Azerbaijan","East Laurenmouth",16.243911123806612
2001,"Bangladesh","East Jordan",16.244826772895102
