"year","country","location","wind_speed"
2016,"Vanuatu","New Brittany",24.792894337498016
2022,"Papua New Guinea","West Jeffreychester",24.79398052313888
2010,"Mexico","Martinezview",24.79618383014722
2003,"Mayotte","North Monica",24.799558811851742
2019,"Guatemala","New Brianna",24.80806849660538
2022,"Syrian Arab Republic","Janetstad",24.810342876930463
2021,"Grenada","Lake Colleenfurt",24.81438175598282
2018,"South Africa","Ethanland",24.814619658530845
2020,"Lithuania","Burnstown",24.819398105430302
2015,"Antarctica (the territory South of 60 deg S)","East Karen",24.82789869596905
2018,"Comoros","Port Brian",24.8353204876191
2016,"Albania","Patriciastad",24.85259151116569
2000,"Libyan Arab Jamahiriya","East Megan",24.863738049137403
2000,"Hungary","Nancychester",24.86527174323826
2015,"Tajikistan","West John",24.86762453848364
2021,"Malta","Sabrinabury",24.87597056407185
2013,"Tokelau","South Deborah",24.87796288559993
2006,"Taiwan","Lake Shannon",24.881663808894665
2017,"Kiribati","Johnsonmouth",24.88288798525891
2014,"Australia","Perezfort",24.88828435081768
2014,"Ghana","Hoffmanfurt",24.902651139723943
2015,"Norway","Lukebury",24.904717872536903
2007,"Vietnam","Zacharybury",24.90537801268738
2000,"Uzbekistan","Torresfort",24.90731960223613
2009,"Slovenia","South Debraberg",24.914255315304057
2000,"United Arab Emirates","Townsendstad",24.914556124888627
2022,"Central African Republic","Tylershire",24.920662728382176
2005,"Sudan","Codyshire",24.921637666642564
2007,"Isle of Man","Andersonhaven",24.92436572043172
2017,"Canada","East James",24.92649771159888
2014,"New Zealand","Port Shane",24.94709194198576
2002,"Azerbaijan","West Kristieside",24.94803459999397
2007,"Kiribati","Gibsontown",24.95407461522197
2013,"Turks and Caicos Islands","Rebeccaport",24.960880143412417
2012,"Tanzania","North Kevin",24.969950866046688
2004,"Qatar","Lake Arthurhaven",24.970745715137067
2012,"Albania","North Evelyn",24.97085559964291
2012,"Saint Barthelemy","South Kristen",24.985661768256367
2006,"Singapore","Lake Brooke",24.986547381128087
2002,"Heard Island and McDonald Islands","Martinland",24.990788556840617
2019,"Qatar","New Nicoleborough",24.992323377804045
2007,"Tokelau","Alexandriaside",24.992842132722544
2000,"Iran","West Mark",24.995241525075382
2016,"Finland","North Susanchester",24.998720891757507
2016,"Ethiopia","South Brittany",25.01126069848642
2014,"Nepal","Dustinton",25.01386069139494
2016,"Greece","Lake David",25.020282427922748
2001,"China","Harrisside",25.030887055276303
2018,"Lithuania","Burtonchester",25.04009847612099
2018,"Maldives","Port Hollystad",25.048862909513968
2007,"Timor-Leste","West Tina",25.05354249343022
2019,"Vietnam","Codyshire",25.06535954592348
2000,"Costa Rica","Jasonmouth",25.066198069445555
2004,"Cyprus","Port Jonathanstad",25.07526065707848
2022,"Netherlands","North Edwardbury",25.077732512583857
2009,"Jamaica","Port Joshua",25.08544331115016
2019,"Holy See (Vatican City State)","Lake Brett",25.08659888424904
2009,"Guadeloupe","Port Jasonmouth",25.088430060362843
2018,"India","East Christina",25.09615920759547
2000,"Bulgaria","Lake Susanfort",25.097582901042596
2019,"Israel","Robertbury",25.09760722342145
2012,"Brazil","North Melissaville",25.103856737132585
2016,"Kenya","Jenniferchester",25.10552966735668
2018,"French Guiana","Sharontown",25.10587499763288
2006,"Bosnia and Herzegovina","West Craig",25.119146967104427
2006,"Lithuania","New Gabriela",25.120548703656816
2003,"French Southern Territories","Lake Evanland",25.13172006535747
2013,"Palau","Lake Jeffrey",25.13221325430416
2015,"Somalia","West Eric",25.136750600682767
2005,"Georgia","Lake Calvin",25.142311063692684
2014,"Ecuador","Ingramville",25.169460125600747
2007,"Kenya","Cordovafort",25.17996480694047
2001,"United States of America","Ryanmouth",25.181792780264225
2014,"Georgia","New Dorothy",25.18368416412288
2003,"Cameroon","Jonesport",25.18528770756277
2016,"American Samoa","Christopherbury",25.186196089435043
2018,"Cote d'Ivoire","North Jessica",25.18894696180213
2004,"Somalia","Port Michaelside",25.19146409907104
2012,"Montenegro","Lake Ashley",25.19390656889061
2004,"Uzbekistan","Joneshaven",25.194920534083654
2013,"Iraq","South Craigside",25.195854266962765
2016,"Rwanda","Kennedyview",25.19675750691946
2013,"Vanuatu","Parkerview",25.19942709234644
2000,"Norway","New Kathytown",25.211520962267223
2016,"North Macedonia","Lewisfurt",25.21433546163125
2012,"Belize","Marcushaven",25.214367590023347
2014,"Andorra","Port Alexis",25.22021892217885
2003,"Niger","New Rebekahchester",25.22119359697828
2006,"Cocos (Keeling) Islands","North Kaitlin",25.231690029964053
2006,"Morocco","North Matthewchester",25.23593076170106
2006,"Azerbaijan","New Larrymouth",25.23805402492864
2020,"Jamaica","Lake Mary",25.23906746600628
2015,"Liberia","North Paul",25.241071508080648
2022,"Lao People's Democratic Republic","Lake Andrea",25.24665986463343
2015,"Malta","Port Margaret",25.257961959793253
2016,"Mauritania","New Doris",25.25863018142224
2000,"Western Sahara","Davidville",25.2615165638428
2006,"Chile","South Sabrinatown",25.26178959631524
2004,"Anguilla","Zunigaburgh",25.263902210030164
2002,"Bahrain","East Meganshire",25.26871350256626
2007,"Chad","Mcphersonview",25.279392751649475
2009,"Pitcairn Islands","West Richardchester",25.284211648844856
2006,"Aruba","North Sherry",25.293443143850205
2012,"Pakistan","Ralphfurt",25.29455016241776
2008,"Ecuador","South Rachelhaven",25.294843191245143
2020,"Macao","Schmidtfort",25.29974957203755
2016,"Rwanda","Port Jasmine",25.30055380532824
2012,"Cocos (Keeling) Islands","Rhondastad",25.305440402915647
2013,"Brazil","West Randyport",25.314537380069265
2009,"Haiti","Cindyberg",25.330311845419438
2018,"Lesotho","Schwartzmouth",25.333530031839675
2017,"Paraguay","Bestfurt",25.335553922562333
2017,"Ireland","Mcgeetown",25.348199629251305
2021,"Solomon Islands","New Kellyburgh",25.348702273052357
2010,"Kiribati","North Melissabury",25.352470767590702
2001,"Jersey","East Fernandoshire",25.356157338185938
2022,"Sri Lanka","Port Matthew",25.35730733719349
2020,"Palestinian Territory","Moralesstad",25.35849999199621
2020,"Qatar","Kelleyland",25.367914278418706
2017,"Sweden","Brownberg",25.36906228721153
2016,"Uzbekistan","Tamaraside",25.37230890803955
2004,"Nigeria","East Jamesfort",25.38438865440933
2009,"Italy","Port Francisco",25.3870921666674
2020,"New Zealand","Wilsonbury",25.39441630869596
2003,"Solomon Islands","West Elizabeth",25.3947452605492
2006,"Somalia","Matthewsmouth",25.400564565158813
2019,"Swaziland","Moraleston",25.400706062786583
2022,"Saint Pierre and Miquelon","South William",25.40502167253485
2006,"El Salvador","Sandersmouth",25.417151887262506
2003,"South Georgia and the South Sandwich Islands","Lake Christineside",25.41718768683725
2006,"Belgium","Katherinechester",25.418054515872598
2020,"El Salvador","South Markhaven",25.41853826645596
2022,"Angola","New Angela",25.424372479023265
2014,"Hungary","South Calvin",25.42559497722516
2000,"Turks and Caicos Islands","East Larry",25.4271037826311
2012,"Nepal","Simmonsstad",25.43075735371561
2003,"Greenland","New Chase",25.430978608376197
2007,"Mongolia","East Dennis",25.44010388024513
2003,"Ukraine","New Amber",25.447611639546963
2015,"Gambia","Loganburgh",25.45170175780383
2004,"Uganda","Sydneyfurt",25.45661117196221
2014,"Tajikistan","Wagnerton",25.45795669469929
2019,"Philippines","East James",25.459364275202763
2012,"Montserrat","New Sarahstad",25.45940462431433
2010,"United States Minor Outlying Islands","Parkerhaven",25.46025869430598
2022,"Tajikistan","Kirbyside",25.462564467683386
2021,"Switzerland","North Shannonmouth",25.474786097861543
2007,"Algeria","Michaelfurt",25.478603991293824
2012,"Bhutan","New Jessicaland",25.480350773113123
2008,"Rwanda","Port Jessicaview",25.506865704524056
2009,"Greece","North Carolinebury",25.5096955578545
2020,"Lesotho","West Leslieborough",25.512108068206203
2020,"Ireland","Lake Carl",25.522671633155337
2009,"Czech Republic","East Angelatown",25.522679924560173
2006,"Oman","East Vanessatown",25.526026737229664
2001,"Sri Lanka","West Kimberly",25.530703928879166
2015,"Malaysia","Bondmouth",25.530803085144488
2014,"Syrian Arab Republic","New Jennifer",25.537413963658786
2002,"Cameroon","Matthewland",25.53840055056894
2006,"Cook Islands","Rushberg",25.541219024846637
2014,"Niue","Port Maryfort",25.545527407606567
2003,"Thailand","New Jonathon",25.550370644400832
2007,"Northern Mariana Islands","Lewisberg",25.550656723155047
2017,"Brunei Darussalam","Isaacview",25.55690319020932
2022,"Cape Verde","Port Colleen",25.56011257480232
2013,"Algeria","Port Charles",25.56119223178032
2020,"Palestinian Territory","Nicholasmouth",25.56134430133516
2013,"India","New Kathleenfurt",25.5698537468636
2010,"Somalia","West Williamshire",25.576147045635302
2011,"Cote d'Ivoire","West Shawn",25.5843824008728
2022,"Vietnam","Davidchester",25.58555004897361
2008,"Sudan","East Dawnland",25.59434385009928
2010,"Slovenia","Port Mary",25.5957087490756
2020,"Bahrain","Randyside",25.600827495714
2002,"Bahrain","Marthaton",25.607447595792447
2017,"Svalbard & Jan Mayen Islands","Dayside",25.62375723407286
2001,"Christmas Island","Butlerstad",25.626331494231145
2009,"Congo","Bethton",25.6316000143304
2022,"Brazil","Hendersonfurt",25.633150127876032
2009,"South Africa","Gregoryfurt",25.63731509361084
2010,"China","North Brandon",25.63746270760941
2016,"Mauritius","East Meghan",25.658393153090707
2017,"Monaco","Bradburgh",25.665779963652884
2000,"Chad","North Ryan",25.6666735362369
2011,"Nepal","Andrealand",25.667921649537607
2014,"Ethiopia","North Eric",25.66952406148621
2001,"United States Virgin Islands","Tiffanytown",25.67283550293236
2009,"Turks and Caicos Islands","Jonesport",25.67912895899884
2000,"Zimbabwe","New Samantha",25.681227292437903
2011,"Cyprus","Harrisonmouth",25.6834035620824
2009,"Spain","Patrickshire",25.691299910508665
2021,"Croatia","Dawnburgh",25.69335418814723
2019,"Montserrat","Guzmanmouth",25.696937473707735
2013,"Sao Tome and Principe","Davisborough",25.69920091732232
2000,"Cayman Islands","New Morgan",25.704022499173917
2007,"Armenia","North Eric",25.705302030933293
2013,"Bahrain","Meganville",25.70945095812111
2013,"Norfolk Island","Daughertychester",25.71570843544209
2016,"British Virgin Islands","Shannonhaven",25.71718770526361
2000,"Guyana","West Pattyville",25.717458714804454
2012,"El Salvador","Lake Austinmouth",25.729080204617976
2021,"Saint Martin","Martinezmouth",25.73153944268114
2005,"Heard Island and McDonald Islands","New Joseph",25.738911751885457
2015,"Bolivia","Farmerfort",25.753446779440694
2016,"Saudi Arabia","Cassandraville",25.76560302293876
2013,"Georgia","West Shannonview",25.76633681139691
2012,"Georgia","Lewisville",25.777257120959995
2016,"Austria","Breannaton",25.77887342506301
2005,"Wallis and Futuna","Wrightland",25.78544843894833
2019,"Croatia","East Frankmouth",25.793986936211
2005,"Chile","North David",25.79532891311398
2018,"Liberia","Port Jessicabury",25.799339027192957
2016,"Macao","West Samuel",25.809784566105755
2021,"Spain","Richardfurt",25.823846936173787
2002,"Mayotte","New Amy",25.82603802217522
2005,"Ireland","Ronaldport",25.843612285959928
2002,"Northern Mariana Islands","Port Michaelshire",25.85115583754091
2009,"Angola","Wallaceberg",25.858071569983604
2006,"Kyrgyz Republic","Sarahville",25.863479939230448
2018,"Guinea","South Jefferyburgh",25.86699861939317
2001,"Cote d'Ivoire","Paulstad",25.86757119497572
2017,"Samoa","Robinsonside",25.87165553420327
2012,"Sudan","Blackburnhaven",25.872570940100022
2011,"French Polynesia","New Matthewborough",25.87703158043615
2001,"Haiti","Tracistad",25.881331812583674
2006,"Cayman Islands","Port Gabrielborough",25.882215618298027
2013,"Indonesia","Garciaton",25.887317949067544
2020,"Bosnia and Herzegovina","South James",25.88794098809905
2021,"Brazil","Sarahfort",25.890960379593125
2010,"Maldives","Lake Lindaborough",25.892613017637288
2007,"Mali","West Jean",25.902784851627075
2005,"Jordan","Jonesstad",25.91091308607491
2001,"Comoros","Clarkmouth",25.914875788942837
2022,"French Guiana","Alexisshire",25.914895631551747
2010,"Trinidad and Tobago","New Alexander",25.915484445200647
2002,"Myanmar","Lake Amanda",25.92050018013564
2005,"Estonia","Nicoleburgh",25.920594570471422
2006,"Guyana","Howellside",25.923777793944712
2017,"Lao People's Democratic Republic","Ochoafurt",25.935588820055592
2014,"Bouvet Island (Bouvetoya)","East Alan",25.93876680618094
2000,"Libyan Arab Jamahiriya","Zacharyborough",25.939785941291127
2002,"Sweden","Lauratown",25.94263960173514
2013,"Bulgaria","Reillyberg",25.95069872924733
2000,"Kenya","Justinview",25.95957694109099
2014,"Grenada","West Mary",25.965945315949508
2012,"Australia","Melindamouth",25.984332491912816
2017,"Zambia","Johnsonshire",25.98788224475331
2017,"Tanzania","Port Shannon",25.989876722522943
2005,"Guernsey","Brookeport",25.99853371983177
2001,"Australia","Wilsonshire",25.998793853598944
2001,"Central African Republic","Wilsonbury",26.00483543221939
2011,"Bosnia and Herzegovina","Brandonberg",26.008988420180877
2002,"United Arab Emirates","Hernandezberg",26.00955986838363
2010,"Czech Republic","Danielleview",26.013703435520043
2011,"French Polynesia","Port Trevorport",26.021449343158377
2022,"Angola","North Matthewfort",26.031437545344357
2009,"Congo","New Gregoryfurt",26.03270188085696
2015,"Palau","Wardshire",26.03306363142364
2004,"Congo","Lake Ronald",26.03831131200805
2007,"Nepal","East Rodneyburgh",26.04080464630825
2016,"Algeria","Mejiaview",26.045618002107982
2020,"Turkey","Lake Stacey",26.050560804972378
2001,"Suriname","Rosalesfurt",26.055380221576048
2019,"Burundi","Brandontown",26.07379663728133
2016,"Peru","Jamestown",26.078216356265504
2020,"American Samoa","Hollystad",26.08039266283497
2000,"Bulgaria","Kathyfurt",26.083534032167705
2011,"Solomon Islands","East Elizabethtown",26.08547456443068
2009,"French Polynesia","Markshire",26.0989384450705
2001,"Brunei Darussalam","North Nathanland",26.115558840358915
2005,"Cote d'Ivoire","Jamesmouth",26.11729883251879
2002,"Zambia","Paynefort",26.12150519517245
2010,"Belgium","Ramirezhaven",26.13082784364197
2008,"Macao","Mcfarlandhaven",26.13298505739932
2006,"Lesotho","Youngland",26.13829676220084
2010,"American Samoa","Lake Chelsea",26.153717055649278
2003,"Sao Tome and Principe","Kington",26.1573192154986
2007,"Reunion","Valentineberg",26.15808370087631
2003,"Albania","Riversbury",26.161719231959264
2015,"Dominican Republic","Adamchester",26.162361567758698
2013,"Kiribati","Rodriguezburgh",26.16508567709993
2018,"Albania","East David",26.16662160730174
2000,"Taiwan","Port Tracyside",26.169635253668545
2005,"Aruba","Davidhaven",26.17295576499329
2019,"Guam","Andersonhaven",26.17723739551825
2001,"Zambia","Samanthatown",26.18783791121821
2017,"Micronesia","West Reginald",26.19169241181616
2018,"Oman","West Joseph",26.19175677791212
2003,"Guinea","Wallmouth",26.193412625536645
2019,"Lesotho","North Kyle",26.19617588318155
2004,"Ireland","North Kimberlytown",26.19955229453042
2022,"Vietnam","North Gary",26.201033452551727
2009,"Myanmar","New James",26.201586350237445
2009,"Uganda","Port Sylvia",26.211787211357084
2001,"Iran","Lake Steve",26.212243538790386
2019,"Georgia","Port Johnmouth",26.21831492820224
2017,"Grenada","West Amy",26.2185980268722
2013,"China","North Benjaminshire",26.21969625463388
2001,"Thailand","Port Steven",26.220418715103676
2009,"Equatorial Guinea","Lake Aaron",26.221020602728228
2021,"Saint Kitts and Nevis","Port Alexandraview",26.22137483036072
2017,"Burkina Faso","New Julie",26.222039618000547
2014,"Netherlands","Wrightland",26.230427807475326
2014,"Mongolia","Lisastad",26.236612795063117
2009,"Honduras","Port Ambermouth",26.240330675577415
2017,"Oman","North Anna",26.25979028058628
2000,"India","Stewartbury",26.264121393614776
2020,"Norway","New Joseph",26.26723322987256
2014,"Dominica","South Victor",26.27059976687412
2012,"Myanmar","Port Joel",26.283880133864017
2021,"Malawi","Port Alexshire",26.283922916266217
2009,"Sierra Leone","Cruzborough",26.30837598943579
2017,"French Southern Territories","Goldenland",26.309201982360552
2003,"Ukraine","Georgeville",26.309480051928745
2002,"France","Lake Codyberg",26.313126943872422
2004,"British Virgin Islands","Lewismouth",26.31422131150402
2015,"Luxembourg","Floreston",26.32806684390209
2019,"Saint Pierre and Miquelon","North Billy",26.33034528331393
2010,"French Guiana","West Graceville",26.335460908148573
2000,"Andorra","Steventown",26.33968038289613
2006,"Macao","Trujillobury",26.34292207645234
2011,"Martinique","Abigailshire",26.3519737795066
2012,"Pitcairn Islands","Robertfort",26.35374664927109
2000,"Finland","Stevenfort",26.365758841829702
2011,"Barbados","South Lauraberg",26.36836845463978
2010,"Angola","North Cody",26.37826243105325
2007,"Vanuatu","New Brandonville",26.382679294002635
2003,"Lithuania","East Lisa",26.389992244495648
2011,"Jordan","North Morganview",26.39143791232178
2004,"Cambodia","Tylerfort",26.412997675715715
2020,"Indonesia","Lake Daniel",26.414221540500662
2011,"Palestinian Territory","West Joseph",26.41480139362856
2021,"Cocos (Keeling) Islands","New Amberton",26.415760327980664
2019,"Guinea-Bissau","Donaldfurt",26.430624626226606
2015,"Israel","New Sabrina",26.436507285053327
2017,"Montserrat","Diazstad",26.43965863177457
2012,"New Caledonia","West Emma",26.455343087065984
2006,"Faroe Islands","New Kelly",26.46644494512245
2011,"Benin","New Robertville",26.48319767284765
2018,"France","South Megan",26.49431278811204
2002,"Switzerland","Kellyborough",26.50765334961392
2022,"Switzerland","Leeland",26.51414574707001
2012,"Mauritius","Knappside",26.5143179557108
2019,"Cameroon","Fosterside",26.51545454992206
2013,"Dominican Republic","Harperville",26.51556787217392
2001,"Syrian Arab Republic","Campbellville",26.515988531754285
2001,"Israel","Mayhaven",26.518863607999947
2009,"Rwanda","East Kenneth",26.52412692807289
2004,"Cambodia","Matthewfort",26.5309210973118
2018,"Egypt","Berrystad",26.531409598959925
2016,"Montenegro","Jorgeburgh",26.53267959818646
2011,"Cameroon","Brittanytown",26.532884084559488
2001,"Argentina","South Lindamouth",26.533294179246248
2002,"Tokelau","Tannershire",26.534292087474743
2019,"Timor-Leste","Fritzstad",26.536788916102257
2022,"Afghanistan","Serranofurt",26.537777078046787
2010,"Guatemala","Maciaston",26.539349391133754
2020,"Australia","Stephenview",26.54117799808813
2010,"French Polynesia","Tonyaville",26.546358090173754
2003,"Lao People's Democratic Republic","New Melinda",26.55029721817241
2016,"Liechtenstein","South Larry",26.55058067008162
2007,"Armenia","Kimland",26.56475787271731
2004,"El Salvador","Shaffermouth",26.568425383919948
2014,"Philippines","Port Zachary",26.56992857683051
2021,"France","Nicolemouth",26.575285445056533
2006,"Korea","Bensonport",26.58065814700493
2001,"Lesotho","Martinezfort",26.5977703438603
2008,"Burkina Faso","Stevenhaven",26.59914795869416
2007,"Cambodia","New Michelle",26.60249999519783
2010,"Kiribati","Curtisview",26.60509110708143
2006,"Dominica","Frederickchester",26.60519285981881
2022,"Uganda","Grahamfort",26.60842754539128
2011,"Iceland","Joshuaville",26.61029542902827
2018,"Togo","New Allen",26.624110283168573
2005,"Botswana","Debratown",26.626370035560964
2004,"Gambia","Lake Kenneth",26.626815199396475
2002,"Eritrea","North Derekton",26.6310338850497
2004,"Guinea","Amyshire",26.64332896585384
2022,"El Salvador","Woodsstad",26.6434944183175
2018,"Zimbabwe","Grantshire",26.659518532209976
2009,"Dominica","Wardtown",26.667320946536016
2014,"Guinea","Garciabury",26.668455568094245
2017,"Holy See (Vatican City State)","Trujilloburgh",26.670684960543586
2001,"Cayman Islands","South Shannon",26.68035486658017
2000,"Belize","South Diana",26.68584615364622
2004,"Saint Pierre and Miquelon","Johnfurt",26.6901736413034
2020,"Mali","North Danielton",26.6925111218696
2013,"Yemen","North Randy",26.69362774984879
2016,"Iraq","North Williambury",26.69448738723207
2014,"Iraq","Williamsside",26.698358952088316
2019,"Iceland","Hernandezberg",26.701577534016582
2000,"Reunion","Reynoldsberg",26.70750474068484
2013,"Myanmar","Lake Marcusmouth",26.7099878926661
2007,"Yemen","North Aaronmouth",26.714803666811704
2005,"American Samoa","Chadview",26.714809040529385
2000,"Marshall Islands","South Wayne",26.730502421243287
2020,"Micronesia","Robertsfort",26.73465865972825
2001,"Liechtenstein","New Zoe",26.73736109249083
2002,"North Macedonia","North Mark",26.746246728597296
2020,"Montenegro","North Sheliaburgh",26.76471509121375
2001,"Swaziland","Boydton",26.76751015996166
2009,"Dominican Republic","Jacobview",26.771166041346905
2002,"Malaysia","West Tanya",26.783778575879307
2008,"Saint Martin","Patriciamouth",26.787777363570587
2006,"Czech Republic","Johnsonbury",26.79364390952553
2002,"Czech Republic","East Eric",26.79880845731818
2018,"Cayman Islands","Port Jason",26.799046263499356
2009,"Botswana","Michelefort",26.79956886932697
2005,"Ecuador","East Deannaton",26.80640943817464
2022,"Burkina Faso","Mitchellport",26.816820972255044
2009,"Antarctica (the territory South of 60 deg S)","Edwardtown",26.8240252391016
2004,"Morocco","Ryanside",26.82475499611178
2002,"Malaysia","East Tammyville",26.829651042815637
2017,"Nicaragua","New Joseph",26.836393641632807
2004,"Ireland","North Monica",26.846788833453168
2012,"United States Minor Outlying Islands","New Markberg",26.84706413433752
2016,"Barbados","Elizabethfort",26.852455575180567
2004,"Rwanda","Graystad",26.86153842190698
2018,"Greece","East Cynthia",26.86302424043623
2018,"Bouvet Island (Bouvetoya)","Vaughnborough",26.87341254164197
2007,"Falkland Islands (Malvinas)","Lake Kim",26.874862480375626
2020,"Yemen","New Michaelfurt",26.877145172143525
2011,"Equatorial Guinea","Tuckerton",26.88520725625964
2019,"Bolivia","Andersonberg",26.89083267767237
2022,"British Indian Ocean Territory (Chagos Archipelago)","Juanton",26.896901552236542
2018,"Paraguay","South William",26.90016480492877
2005,"Romania","Lloydstad",26.90217991398268
2016,"Albania","West Johnport",26.904745757169497
2003,"Saint Barthelemy","Ritaburgh",26.9064417256054
2000,"Niger","West Victoriafurt",26.916815269569224
2005,"Cuba","Gardnermouth",26.93804684733973
2005,"Palestinian Territory","Melissaborough",26.93894154245287
2013,"Congo","Levyfurt",26.948314557162504
2009,"Barbados","West Anna",26.954496466449925
2009,"Armenia","Lake Kathrynmouth",26.958193296262067
2013,"South Africa","Lake Kristinamouth",26.9727540799017
2012,"Montenegro","South Heather",26.97755705913392
2007,"French Guiana","Port Christopherton",26.989215018903955
2012,"Solomon Islands","Jameschester",26.98967481654818
2016,"United States Minor Outlying Islands","Port Monica",26.99440520416147
2005,"Iran","West Jonathan",27.001477976020976
2016,"Cyprus","Michaelmouth",27.007811764079072
2008,"Turkey","Elizabethville",27.008041117938607
2005,"Mauritania","North Julialand",27.0104340636174
2001,"Jordan","Port Curtis",27.011317580336648
2020,"Pakistan","New Danielle",27.011860023237272
2022,"Suriname","Kingchester",27.01959592052208
2010,"Nepal","Port Jenna",27.02522491328143
2012,"Tanzania","Friedmanton",27.02875030031261
2011,"Somalia","Sueland",27.03097275184289
2001,"Antarctica (the territory South of 60 deg S)","Barnesborough",27.035449096497377
2021,"Cape Verde","South Erin",27.04137809354313
2013,"Monaco","Lake Donaldmouth",27.051484844823825
2022,"Moldova","Markport",27.055813922881345
2002,"Italy","West Alexandra",27.059556956780007
2000,"Saint Vincent and the Grenadines","Taylorhaven",27.06291431745125
2021,"Belarus","Ortizstad",27.06511971243743
2021,"Martinique","Lake Davidside",27.068689098394387
2020,"British Virgin Islands","Daleside",27.078810816670075
2020,"Bolivia","Martinezstad",27.07899064506057
2010,"Antigua and Barbuda","Whiteheadborough",27.101030190369187
2016,"Rwanda","Patrickburgh",27.110647785110757
2016,"Botswana","Lake Brian",27.11685050143531
2002,"Trinidad and Tobago","Lake Sarahmouth",27.117671678630632
2018,"Puerto Rico","South Haroldchester",27.12684773314163
2016,"United States Minor Outlying Islands","North Daniel",27.12738279796783
2005,"Dominican Republic","South Jerryfurt",27.128773796339807
2003,"Wallis and Futuna","New Kimberly",27.13095293529846
2013,"Dominica","North Brianland",27.132268317608357
2012,"Aruba","Lake Karenstad",27.133100695538857
2018,"Equatorial Guinea","Roachbury",27.134797765751383
2002,"Guatemala","Jensenside",27.15883946214812
2002,"Mauritania","Adamston",27.16521356460513
2017,"United Kingdom","Charlesview",27.16608844546001
2020,"New Zealand","South Luisside",27.166801991753115
2014,"Belarus","Stephenbury",27.16926597503651
2004,"Myanmar","Sarahburgh",27.175216265358067
2006,"Holy See (Vatican City State)","Lauraville",27.178038712800323
2021,"Burundi","Danielport",27.1789278687244
2018,"Philippines","West Michaelfurt",27.179164612382618
2008,"Burkina Faso","Jessicahaven",27.185415809541357
2011,"Venezuela","Port Mariostad",27.18942568265802
2000,"Swaziland","Bryanview",27.190925003549346
2000,"American Samoa","Brownstad",27.193656885563293
2010,"Australia","North Johnshire",27.206086886988786
2012,"Hungary","Watkinsmouth",27.20842226260921
2015,"Tanzania","Lake James",27.20899663465654
2019,"Jordan","Guerreroborough",27.211466391251577
2015,"Ethiopia","Peterstad",27.213058617625364
2022,"Panama","Humphreyview",27.213245663715774
2007,"Cuba","New Kaylahaven",27.2225551042347
2015,"Canada","Ronaldtown",27.22836696823071
2004,"Guam","West Virginia",27.233439775396352
2020,"British Indian Ocean Territory (Chagos Archipelago)","Michaelburgh",27.2384412646334
2001,"Zimbabwe","South Megantown",27.239790620154004
2011,"New Zealand","Tonyfurt",27.24078851478196
2000,"Moldova","Lake Thomasfort",27.240885310965798
2022,"Malaysia","Lisaburgh",27.24153324191646
2007,"Tajikistan","Flemingburgh",27.243317357105678
2021,"Cook Islands","North Megan",27.245023266278597
2002,"Austria","Higginsberg",27.24656865051614
2019,"Jamaica","East Jeffshire",27.246745198036063
2020,"Niue","Port Kevinshire",27.254334217123837
2014,"Bulgaria","East Julian",27.26378613150141
2004,"Hungary","Lake Garrettmouth",27.26761998676281
2010,"Rwanda","West Valeriestad",27.276284841409076
2004,"Korea","North Brianview",27.28052987011904
2013,"Kiribati","Hannahstad",27.28203520790324
2019,"Malaysia","North Carlhaven",27.290702497205288
2002,"Malta","Port Maryberg",27.292732957202613
2014,"Serbia","Stevenston",27.29331733726986
2014,"Korea","Pageport",27.30069197503732
2004,"Georgia","Campbellshire",27.302721732991447
2006,"Sudan","North Jenniferfurt",27.31071110514256
2006,"India","Bowersfurt",27.317579971409632
2000,"Seychelles","Randallfurt",27.319165708311527
2022,"Uzbekistan","West Eduardo",27.341576800236428
2010,"Cambodia","Port Calebmouth",27.34713229804304
2018,"Belize","Port Laurieshire",27.37291761635772
2003,"Kazakhstan","West Christopher",27.37508540506557
2022,"Dominica","Lambmouth",27.377334601289498
2021,"Ukraine","East David",27.382690813492975
2021,"Botswana","Brianborough",27.38699996472617
2016,"Grenada","South Evan",27.389393421759998
2019,"British Indian Ocean Territory (Chagos Archipelago)","West Ashleymouth",27.395855222877945
2013,"Liberia","New Nathan",27.399064321337228
2005,"Gambia","Biancaport",27.400427967932256
2013,"Singapore","East Jason",27.40667245191208
2012,"Argentina","West Victoriachester",27.41264582451511
2013,"Singapore","Lake Marissa",27.417427414291907
2021,"Egypt","Donaldville",27.418770428397643
2010,"Eritrea","West Keith",27.419834874147597
2002,"Martinique","Petermouth",27.42191893644548
2018,"Gambia","Lambchester",27.42981301214321
2001,"Saint Vincent and the Grenadines","North Amanda",27.436247781694323
2003,"Burundi","Darylburgh",27.437429470638307
2018,"Sweden","North Christy",27.44577782085112
2009,"Norway","Nicholasport",27.448507159673312
2010,"Wallis and Futuna","Boydton",27.450671298673303
2011,"Gibraltar","Goldenview",27.454941147037708
2016,"Uganda","Burkebury",27.45525295803973
2022,"Guinea-Bissau","Charlestown",27.458209767384623
2000,"Austria","New Sarastad",27.45962516221569
2022,"French Southern Territories","North John",27.459912707208
2004,"Antarctica (the territory South of 60 deg S)","Portermouth",27.46206468730842
2020,"Samoa","Morriston",27.464761281425627
2004,"Swaziland","Williamsbury",27.467291458251506
2000,"Slovakia (Slovak Republic)","North Brian",27.46782568499616
2022,"Mauritania","Lake Robin",27.47738091251796
