"year","country","location","co2_emissions"
2009,"Greece","North Carolinebury",409.6783172311555
2004,"Jamaica","Andersonfort",409.68204204525415
2020,"Andorra","Calderonmouth",409.68233582665096
2003,"Solomon Islands","West Elizabeth",409.6954417051056
2005,"North Macedonia","Websterport",409.704617229224
2012,"Turkmenistan","Morganside",409.7125566269124
2022,"Cyprus","West Elaineshire",409.7353756135933
2010,"Iraq","Rhondafort",409.7520776393776
2011,"Turkey","Howardburgh",409.76104644399686
2015,"Mexico","Mccartymouth",409.7858721122553
2008,"Holy See (Vatican City State)","Loweview",409.8182596270576
2004,"Finland","East Dennis",409.8186769153134
2016,"Seychelles","East Emilyshire",409.841108003612
2003,"Jamaica","Cohenton",409.8443855113044
2014,"Italy","Edwardport",409.84608200627633
2014,"Cyprus","South William",409.855749027304
2004,"Brunei Darussalam","Knightside",409.8587024999045
2000,"Solomon Islands","Baileymouth",409.8646174618731
2014,"Sri Lanka","Lisaborough",409.8759430950336
2008,"Central African Republic","Kristinmouth",409.8786252141893
2005,"New Zealand","Lake Sandra",409.887232017754
2004,"Niger","New Brenda",409.9090887451688
2014,"Angola","East Lisa",409.909230127888
2011,"Anguilla","Port Brianberg",409.9153738479984
2006,"San Marino","South Barbarastad",409.9228502653476
2015,"Bolivia","Taylorborough",409.923291221065
2004,"Heard Island and McDonald Islands","East Michaelbury",409.9241763494181
2019,"Angola","Thomasland",409.9369874495481
2000,"Belize","New Julie",409.95574765082256
2012,"Central African Republic","Brownton",409.9592333903428
2012,"Zimbabwe","Port Julieberg",409.997763264156
2019,"Malawi","Kristinchester",410.0115238518426
2011,"Netherlands Antilles","Jacksonhaven",410.027722953675
2005,"Azerbaijan","Thompsontown",410.0358749934445
2009,"New Caledonia","Port Tyler",410.0472618617788
2004,"Switzerland","North Roberta",410.0523444569346
2007,"San Marino","Kimberlyshire",410.07279622695467
2016,"Tuvalu","West Traceyborough",410.0898097860398
2014,"Denmark","North Stevenfort",410.1028452172506
2008,"Belgium","Lisaberg",410.1033209172671
2000,"Haiti","Hamiltonstad",410.1039605665296
2004,"Iraq","New James",410.1097461274517
2014,"Bhutan","Thompsonshire",410.1102185395575
2017,"Ghana","Gonzalezton",410.1159174468216
2002,"Singapore","North Charles",410.1381920182892
2012,"Angola","Suttonland",410.1423508230683
2011,"Gambia","Port Michael",410.1500108222341
2012,"Heard Island and McDonald Islands","Danielland",410.2304901882261
2011,"Vietnam","Butlerbury",410.23425286383326
2021,"Mauritania","East Joelland",410.2507148846415
2018,"Botswana","Waltermouth",410.25895252143545
2019,"China","South Danielfort",410.2618923124751
2021,"Australia","West Victoriaburgh",410.27563358866
2006,"Oman","Lake Kevin",410.2806048485028
2006,"Uganda","New Daniel",410.2820099872789
2013,"Mauritius","Port Nicolestad",410.2834677996888
2002,"Serbia","Lake Brent",410.2955980358497
2012,"Bulgaria","Lake Anthonyberg",410.3210476318148
2006,"Wallis and Futuna","East Ashley",410.3237853881035
2018,"Honduras","South Arthur",410.3413696344768
2002,"Nauru","Hartmanview",410.35622859003
2018,"Lithuania","Lake Kristiland",410.3920617940244
2021,"Libyan Arab Jamahiriya","Wagnerport",410.4017767282297
2015,"Saint Pierre and Miquelon","Patelstad",410.42412635843993
2007,"Mongolia","East Dennis",410.428210309854
2009,"Saint Vincent and the Grenadines","Ianchester",410.43884019256575
2015,"Rwanda","Stevenborough",410.4438332020933
2015,"United Arab Emirates","East Sandramouth",410.44812594199664
2013,"Mauritius","Port Christopherside",410.4502559581386
2019,"Luxembourg","Lake Johnstad",410.47126321463537
2000,"Moldova","New Scottburgh",410.4729985512822
2012,"Ethiopia","South Laurenborough",410.4734651585432
2015,"Sao Tome and Principe","Gilestown",410.47430404114095
2013,"Timor-Leste","Williamtown",410.48989962679696
2020,"Sierra Leone","Port Alexandra",410.50207268738654
2003,"Maldives","Lake Joshua",410.504727517402
2000,"Uganda","New Katrina",410.514347776051
2000,"Chad","North Thomas",410.5170723682955
2008,"Barbados","Lewisland",410.5202608539152
2007,"Holy See (Vatican City State)","West Haleyfort",410.5359630454205
2019,"Australia","Howardfort",410.53649283495326
2002,"Oman","East Danielletown",410.54409643798624
2003,"Myanmar","Dennisfurt",410.55247418026926
2018,"Oman","West Joseph",410.5986590822216
2012,"Saint Barthelemy","South Kristen",410.6041996768606
2006,"Sri Lanka","East Joanneview",410.6155444866458
2009,"Guatemala","Port Heidiburgh",410.6161351298885
2011,"Iran","East Danielport",410.6370424478794
2018,"Taiwan","West Anthonychester",410.64484313662655
2022,"Bosnia and Herzegovina","Port Todd",410.6462656723838
2001,"Portugal","Port Joshua",410.6628136753225
2016,"Poland","Julieview",410.6925144888677
2008,"Korea","Joeland",410.70225216896085
2016,"Pakistan","New Julieton",410.70537320331135
2011,"Egypt","Lake Jimmyland",410.7249716999626
2022,"Palestinian Territory","East Johnfurt",410.7677201355255
2020,"Russian Federation","Williamston",410.78487112771126
2016,"Cote d'Ivoire","Christianport",410.78853907772185
2013,"Saint Pierre and Miquelon","New Leefort",410.8160442606877
2006,"El Salvador","Sandersmouth",410.81924288905554
2017,"Panama","Tonyaside",410.8281733101697
2019,"American Samoa","Bowershaven",410.8289303506608
2005,"Puerto Rico","Port Amy",410.849578185462
2007,"Greenland","Gutierrezton",410.88141799477
2003,"Ireland","Browntown",410.9095862096798
2018,"Guam","Castanedahaven",410.9369454748257
2008,"Malta","New Michele",410.9398608615568
2000,"Central African Republic","Keithmouth",410.9415473842474
2002,"Turks and Caicos Islands","North Emilyport",410.9605362063256
2009,"Niue","Lynchmouth",410.9782811267757
2012,"Malta","South Joseph",410.9964240991045
2009,"Belarus","Kingfurt",411.0002618317712
2008,"United States of America","Ashleyland",411.0056305545234
2013,"Palestinian Territory","New Pamela",411.0141074987369
2002,"Saudi Arabia","East Thomas",411.0198977978726
2013,"Burundi","Robinsonbury",411.0241426672827
2016,"Mozambique","New Julie",411.0346909877916
2005,"Germany","Port Amanda",411.035255428336
2017,"United Kingdom","Kirkview",411.0534594292748
2014,"Namibia","Lake Richard",411.1018647447378
2000,"Netherlands","Thomasberg",411.10187409943535
2020,"Cayman Islands","West Lukestad",411.1020180132096
2007,"Mozambique","Hannahburgh",411.1133189281921
2021,"Saudi Arabia","South Jill",411.12060787013183
2011,"Mongolia","Juareztown",411.1581365760808
2021,"Tonga","Lake Dakota",411.1612026983254
2017,"Armenia","Amandaview",411.161504972517
2015,"Turkmenistan","Grahamville",411.16474092471657
2019,"Antigua and Barbuda","Port Thomasside",411.1797656845477
2011,"Malta","Port Heather",411.1926880302332
2002,"Pitcairn Islands","Lake Cole",411.193487477529
2014,"Fiji","Rojasmouth",411.2020260151895
2013,"Jersey","East Codyfurt",411.2032757238211
2001,"Bouvet Island (Bouvetoya)","New Roberta",411.22085074290527
2003,"France","Lake Thomashaven",411.2243619624907
2002,"Slovakia (Slovak Republic)","Port Donald",411.2347377135022
2022,"South Georgia and the South Sandwich Islands","Alyssaton",411.23888941458006
2021,"Zambia","South Josephville",411.2619682288464
2003,"Yemen","Cantrellberg",411.2736672707447
2000,"Jersey","Hartburgh",411.31063622165016
2012,"Netherlands","Mollyport",411.3612431344116
2004,"Angola","Lindaton",411.36231429091725
2018,"Guinea","South Jefferyburgh",411.3768661781409
2022,"Heard Island and McDonald Islands","West Jane",411.3830099446971
2018,"Papua New Guinea","Summerton",411.4225274022221
2013,"Bouvet Island (Bouvetoya)","Craigmouth",411.430102451245
2003,"Bermuda","Lake Davidmouth",411.44085227788
2021,"Cambodia","Kristenburgh",411.46225023302895
2012,"Togo","Wilsonberg",411.4623300951956
2004,"Seychelles","North Scott",411.4847719538576
2016,"Cote d'Ivoire","New Jennifer",411.4908330541555
2011,"Niue","West Amanda",411.4985456783234
2009,"Albania","Port Christopherview",411.52269033269386
2020,"Liechtenstein","Thompsonstad",411.55022854918457
2016,"Qatar","North Hectorchester",411.5556047557715
2003,"Samoa","Bellbury",411.5730013084543
2006,"Cyprus","Wadefurt",411.5791010061719
2017,"Congo","Smithfort",411.5817887011823
2008,"French Polynesia","Spencerport",411.6064432765523
2001,"Faroe Islands","Kristinaside",411.6077150003824
2004,"Cape Verde","Jasonbury",411.61105371853904
2000,"Honduras","Heiditown",411.6235469342959
2017,"Bosnia and Herzegovina","East Aliciaview",411.6334443471342
2015,"Jordan","East Kevinmouth",411.6462138457315
2002,"Malta","Port Maryberg",411.6747335587358
2009,"Kuwait","Ashleyberg",411.67520858816096
2019,"Senegal","North Dustin",411.6850479878147
2018,"Paraguay","South William",411.6934802510985
2005,"Niue","Torresfort",411.6936129604879
2022,"Norway","West Jeremy",411.7020475240458
2003,"Belize","Port Sarahfurt",411.7277065303925
2000,"Libyan Arab Jamahiriya","Angelicaview",411.7331224924346
2011,"Namibia","East Edwardville",411.7385844258506
2020,"Slovenia","West Scottfort",411.758807719384
2008,"Christmas Island","Robertside",411.7652366545655
2016,"Togo","South Vickieview",411.7728499915095
2016,"Sudan","West Joannville",411.7774279287286
2009,"Tuvalu","Port Williamchester",411.7859049082383
2021,"Eritrea","Richardview",411.7872876481348
2015,"Moldova","Port Amberfort",411.81571756650976
2004,"Anguilla","Williamsfort",411.829179940708
2014,"Denmark","West Laura",411.8303299336402
2011,"Vietnam","Port Patrickchester",411.8317702684422
2005,"Georgia","West Victoria",411.8356633192391
2020,"Guam","Lake Thomasport",411.8742059103831
2007,"Trinidad and Tobago","North Donnahaven",411.87748531275366
2012,"Lesotho","North Tiffany",411.8824920096712
2000,"American Samoa","North Kylefort",411.8840735044832
2017,"Belgium","Williamsonport",411.90273361983145
2002,"Reunion","Fieldsville",411.91197499257663
2018,"Antigua and Barbuda","Port Belindamouth",411.9177712138113
2005,"Bermuda","Lake Mason",411.99998237487046
2010,"French Polynesia","Tonyaville",412.00017914564864
2001,"Jersey","East Troy",412.0234687515492
2012,"Guyana","Willisfort",412.0294784505312
2008,"Georgia","Lake Amandamouth",412.03594820206536
2012,"Cocos (Keeling) Islands","Rhondastad",412.0396061404013
2012,"Thailand","North Jamestown",412.04118382706633
2020,"Suriname","Lake Bianca",412.07625692179454
2020,"Senegal","South Annburgh",412.07794594685697
2016,"Sri Lanka","North Theodore",412.08655897563887
2012,"Georgia","East Jeffery",412.1025435065567
2004,"British Virgin Islands","Christinatown",412.1052058422391
2012,"Australia","Melindamouth",412.1100396933788
2005,"Netherlands","Rodriguezstad",412.12378201313584
2010,"Mongolia","New Catherinestad",412.146778079015
2020,"Paraguay","Olsenstad",412.1763954671408
2007,"Cayman Islands","New Loriport",412.1837238514564
2001,"American Samoa","East Dominiqueshire",412.1952593490458
2001,"Bhutan","Ortizstad",412.2008800118769
2014,"Tokelau","Stevenshire",412.2107491644647
2007,"Djibouti","Mercadofort",412.2208673218048
2017,"Egypt","Torreshaven",412.2394541302303
2001,"India","Marisafort",412.2467737690407
2005,"Congo","East Julianside",412.2486038694637
2011,"Saint Kitts and Nevis","North Christinetown",412.2711936731104
2005,"Norfolk Island","Lake Danielside",412.27293546530825
2006,"Korea","Port Monica",412.30327061610905
2011,"Palestinian Territory","West Joseph",412.305869741234
2016,"Macao","West Samuel",412.33777653789065
2020,"Iraq","Michelletown",412.3661918943156
2016,"South Georgia and the South Sandwich Islands","East Tim",412.3710257281666
2011,"Georgia","Port Reneeburgh",412.376616156712
2000,"Estonia","Port Stephen",412.38112695699857
2020,"Finland","Debbiefort",412.3904163819873
2014,"Togo","Lake Reginafort",412.4040752030593
2014,"Kiribati","Smithton",412.4071661269575
2002,"Nepal","Sheltontown",412.4198017213888
2020,"Nicaragua","West Nancyborough",412.4481414432264
2002,"Albania","Jamesport",412.4750094978248
2019,"Sao Tome and Principe","Whiteborough",412.4922623886546
2016,"Guinea","Johnport",412.5016648635097
2010,"Iceland","Richardmouth",412.5161635361972
2013,"Svalbard & Jan Mayen Islands","West Linda",412.5312836054292
2019,"Swaziland","Benderberg",412.5451886320475
2015,"Egypt","Nguyenburgh",412.58708204315326
2011,"Sudan","Nathanville",412.596948909513
2001,"United Arab Emirates","Lake Jasonberg",412.6082416969055
2002,"Vanuatu","Nixonview",412.609107508291
2018,"Uganda","Rodriguezhaven",412.6102810675395
2021,"Norway","Grahamton",412.6106451303461
2001,"Hungary","Myersmouth",412.6300613912772
2018,"United States Minor Outlying Islands","New Jamestown",412.6323421199014
2006,"Uzbekistan","Coxborough",412.63956697302297
2019,"Nepal","Martinezfurt",412.6452071598868
2007,"Ireland","Port April",412.6471577522989
2006,"Sao Tome and Principe","North Richardton",412.6711029093147
2005,"United States Virgin Islands","North Davidborough",412.683732937206
2001,"United Kingdom","Laurenmouth",412.68636033012353
2013,"Cameroon","Wardport",412.6918340029761
2007,"Palau","South Stephen",412.6950732882456
2007,"Chad","Fosterberg",412.69711304877353
2010,"French Guiana","West Sarashire",412.6979106277169
2008,"New Caledonia","New Christinestad",412.7095942904693
2000,"Trinidad and Tobago","North Daniel",412.71728749625726
2003,"Sao Tome and Principe","Danielshire",412.71760316945256
2004,"Hong Kong","East Codyland",412.72355846848245
2013,"Mauritania","New Carrie",412.73248123601263
2013,"Paraguay","East Angelaville",412.7333479043151
2006,"Palestinian Territory","East Jamesview",412.7560402599713
2020,"Bolivia","Lake Julianfurt",412.7774658074867
2020,"Monaco","Baileytown",412.8067250921608
2000,"Indonesia","Lake Eric",412.80766128063897
2000,"Georgia","Port Danielhaven",412.8103147896062
2003,"North Macedonia","Port Cindyberg",412.8111359830485
2008,"Puerto Rico","Griffithchester",412.8379506668278
2017,"Zimbabwe","Robertstad",412.8410817668439
2021,"Mauritania","Mariaside",412.84714096659104
2015,"Brazil","Nicholasport",412.8487504624037
2020,"Congo","West Briannafort",412.8551511610413
2016,"Anguilla","Kerrhaven",412.8588278128763
2018,"Guatemala","West Drew",412.86753025455
2000,"Korea","New Meganport",412.9131749290844
2001,"Grenada","Adamland",412.917503236615
2019,"Georgia","Port Johnmouth",412.937246620076
2003,"Moldova","Kathyland",412.9492670576979
2011,"Korea","Josephstad",412.9654338564684
2016,"Cameroon","Lake Rebeccamouth",412.9861676565528
2008,"Tuvalu","West Christopher",413.0366545127844
2001,"Mexico","East Elizabeth",413.0368940878313
2017,"Papua New Guinea","North Crystal",413.04019556366313
2005,"Equatorial Guinea","South Jerrymouth",413.05850825535794
2004,"Colombia","Leeberg",413.0706711949832
2012,"Turkmenistan","South Kelliburgh",413.07326257999625
2003,"Antarctica (the territory South of 60 deg S)","Stokesburgh",413.07848163096594
2006,"Ecuador","South Brandonshire",413.0911491312861
2001,"Azerbaijan","South Danny",413.1361626917152
2010,"Martinique","West Sydneyfurt",413.1402330721156
2005,"Netherlands Antilles","Reevesside",413.1479489753141
2010,"Sierra Leone","Tomchester",413.15649542647344
2018,"Falkland Islands (Malvinas)","Victoriaview",413.1599331026737
2022,"Central African Republic","Andrewborough",413.1688952807332
2004,"Guyana","Lake Peterberg",413.1724414413434
2022,"Norway","Michaeltown",413.17556433345607
2016,"British Virgin Islands","Shannonhaven",413.2092219017175
2016,"Estonia","Port Shawn",413.226569617147
2009,"Isle of Man","South Samantha",413.2438372212749
2017,"Sweden","East Brendafurt",413.2440893292551
2008,"Saudi Arabia","Mcneilstad",413.2544136942427
2011,"Ukraine","Murphyshire",413.2642892309095
2009,"South Africa","North Scott",413.2660241300514
2022,"Namibia","Allisonton",413.27319757116896
2009,"Afghanistan","Vincentbury",413.2774938360907
2006,"Rwanda","West Davidborough",413.2916374749738
2005,"Australia","North Tylerstad",413.3131118410042
2016,"Burundi","West Jamie",413.3230091354603
2002,"Gambia","New Donna",413.3290573130771
2012,"Mongolia","Calvinport",413.35650814196174
2022,"Honduras","South Carolyn",413.3798935540689
2020,"Guyana","Michaelport",413.404823290652
2021,"Faroe Islands","South Robertmouth",413.43469339687607
2018,"Kazakhstan","West Tonya",413.4362889063083
2010,"Moldova","East Lisa",413.4550582066055
2014,"Northern Mariana Islands","Floresborough",413.4773318914447
2010,"Botswana","West Rachelmouth",413.4798820659102
2016,"Nauru","New Alexis",413.4876949613525
2014,"Andorra","North Lauren",413.5021283957996
2011,"Christmas Island","South William",413.514681489046
2010,"China","West Harry",413.54395619244445
2005,"Panama","East Amy",413.5467648474119
2006,"Antarctica (the territory South of 60 deg S)","West Sarah",413.5476602263937
2012,"Bhutan","Port Stephen",413.5493573898781
2015,"Armenia","Brooksmouth",413.55939841045176
2008,"Pitcairn Islands","Scottton",413.56274279248953
2009,"Armenia","Lake Kathrynmouth",413.5651198670737
2012,"Egypt","Richardbury",413.56937283853335
2001,"Sao Tome and Principe","Longfort",413.5721270581188
2007,"Northern Mariana Islands","Flynnfort",413.5814261337539
2009,"Japan","West Sarahborough",413.58338218048016
2020,"Sweden","West Arthurburgh",413.5888947351405
2004,"Belgium","South Brooke",413.5916509079368
2004,"Switzerland","West Michaelmouth",413.6052916654679
2011,"Lithuania","Cartershire",413.60773430735605
2012,"Congo","East Emily",413.61282144766574
2010,"Ukraine","South Michaelfort",413.61915359045526
2021,"Azerbaijan","New Jennifermouth",413.6322630061366
2018,"Lithuania","Burtonchester",413.6330800562209
2021,"Holy See (Vatican City State)","Wendybury",413.63992668297743
2011,"Angola","North Meganfurt",413.6616698638955
2004,"Monaco","Randyburgh",413.66769679543694
2005,"Mauritania","South Jenniferland",413.6804927477357
2005,"Denmark","Jennifermouth",413.6821510386533
2014,"Finland","Lake Michellechester",413.7056879916202
2005,"Estonia","South Steven",413.70727770028543
2021,"Pakistan","North Brianport",413.71126042526106
2013,"Romania","Meredithberg",413.7147714553356
2020,"Botswana","Port Kyleport",413.7291966236101
2016,"Samoa","New Sonya",413.73167152714376
2020,"Paraguay","Rebeccahaven",413.7420797487933
2002,"Uganda","New Nicole",413.753033005884
2003,"Marshall Islands","Hollychester",413.7702034270935
2016,"Belarus","West Ashley",413.7750838375545
2007,"Syrian Arab Republic","West Leslieshire",413.7850715010084
2014,"British Virgin Islands","New Amy",413.7872924357818
2001,"Gambia","New Robert",413.7884990782941
2001,"Costa Rica","Lake Sydneymouth",413.8011617941467
2012,"Niger","New Donald",413.8102260860975
2010,"Solomon Islands","Rosarioside",413.8260609933979
2000,"Korea","West Roberthaven",413.86225368713735
2014,"Germany","Jonesport",413.862585075296
2017,"Kiribati","North Johnton",413.86483965842206
2004,"Zimbabwe","South Katherinefurt",413.87316710965285
2007,"Cayman Islands","Holtborough",413.87495862048974
2011,"Andorra","South Elizabethland",413.8832981058546
2003,"Guyana","Lake Samuelfort",413.8840782458464
2021,"Ukraine","South Natalie",413.90972170266855
2022,"Guernsey","North Kennethmouth",413.9417758844245
2015,"Martinique","Lake Clintonshire",413.9421974043013
2002,"Malaysia","Jamesberg",413.945942076196
2019,"Luxembourg","Mcgeeshire",413.9515196882073
2021,"Hungary","North Lindamouth",413.9678150734817
2005,"Bermuda","West Darylhaven",413.96857460608095
2008,"Saint Vincent and the Grenadines","East Mathew",414.0025403964559
2017,"Greece","West Sara",414.00817527506337
2018,"Panama","Lake Bethview",414.0103105212973
2017,"Afghanistan","North Kimberlyberg",414.010794008572
2014,"Albania","Nathanfort",414.03119738154766
2006,"Vietnam","North Donaldland",414.0312205834894
2016,"Italy","North Emily",414.0512185645761
2020,"Dominica","New Vincentfort",414.055709148486
2003,"Indonesia","Williamton",414.0782406229839
2005,"Algeria","New William",414.0813755558013
2013,"Equatorial Guinea","East Linda",414.101004285153
2020,"Cape Verde","Port Julie",414.10118550441865
2021,"Ukraine","East David",414.1032069758508
2014,"Korea","Lake James",414.1039526396275
2016,"Iceland","Grantborough",414.14241619222
2012,"Finland","East Jasmine",414.1454261357106
2016,"Mexico","Edwinside",414.1523513015283
2001,"Latvia","Raymondport",414.1556238113188
2006,"Germany","East Ericaborough",414.1576766851667
2001,"Mozambique","East Eric",414.17080928449633
2021,"Sierra Leone","East Juan",414.1717974237539
2014,"Anguilla","North Joy",414.1979945175423
2006,"Maldives","South Cherylville",414.2140200870046
2019,"South Georgia and the South Sandwich Islands","New Nicholas",414.26664985052986
2013,"Martinique","West Andrew",414.3054236929154
2018,"Isle of Man","Lake Robert",414.3153653344043
2020,"Lithuania","Fowlerport",414.3270017974891
2022,"Latvia","East Wandaport",414.3321788687545
2012,"Cyprus","Port Coreyside",414.3350097690372
2019,"Bhutan","Port Brianfort",414.36754223590754
2002,"Bosnia and Herzegovina","West Timothyland",414.3747943519184
2013,"Netherlands Antilles","North Christina",414.38683698841857
2016,"Malawi","Lucasmouth",414.3947302896896
2020,"Israel","New Teresa",414.4064446657348
2016,"Tanzania","Port Johnville",414.4137055036072
2008,"Cape Verde","New Nicholaston",414.4331639200945
2001,"Lao People's Democratic Republic","East Juantown",414.4340184732404
2019,"Eritrea","Jessicachester",414.4470383272599
2002,"Singapore","Ericville",414.4512754446131
2014,"Burkina Faso","West Josephburgh",414.4543716263457
2011,"Antarctica (the territory South of 60 deg S)","East Samantha",414.4544877855655
2013,"Ghana","East Christyhaven",414.46523194387794
2022,"Mozambique","New Thomas",414.4752588945823
2021,"Serbia","New Cheryl",414.4802723205088
2006,"South Georgia and the South Sandwich Islands","Stephanieburgh",414.4807022028263
2020,"Tokelau","Lake Susanmouth",414.4929510705345
2007,"British Virgin Islands","Port Beth",414.4943333118646
2013,"Central African Republic","South Charlottechester",414.5376419632223
2013,"Heard Island and McDonald Islands","Lake Lori",414.5529399343965
2009,"Martinique","Gracefort",414.5550779836351
2006,"Greece","Kingberg",414.56747810122255
2002,"Costa Rica","Leville",414.60795653536337
2021,"Cayman Islands","Masonside",414.6175805468813
2017,"French Polynesia","Sullivanhaven",414.6534134048519
2002,"Timor-Leste","Port Michaelfort",414.67653547245885
2014,"Trinidad and Tobago","Port Bettyville",414.6979674887593
2008,"Namibia","North Daniel",414.73880541242096
2001,"Jamaica","Sarahland",414.7408840219524
2001,"Solomon Islands","Jaredmouth",414.7773201072684
2003,"Oman","Zavalaside",414.7879498184154
2004,"Morocco","New Jasmine",414.8077132613472
2022,"Panama","South Michelleborough",414.8095378364056
2003,"Madagascar","East Aaron",414.8109350640179
2012,"Antigua and Barbuda","Fowlerhaven",414.8202528337518
2007,"Iceland","Mosesstad",414.83320246538045
2021,"Moldova","Ronaldburgh",414.86858829918987
2003,"Thailand","New Jonathon",414.87844054980746
2021,"Italy","Carlsonhaven",414.8826913531321
2002,"France","Lake Codyberg",414.8839384883765
2013,"Myanmar","Kramertown",414.9241196480474
2007,"Norfolk Island","Littleborough",414.9395870267494
2017,"Bouvet Island (Bouvetoya)","Port Jeremy",414.9441066841771
2008,"Cyprus","Halltown",414.94512392721
2007,"Pitcairn Islands","West Jesse",414.955482251764
2002,"Mozambique","Lake Michaelshire",414.9567219450959
2003,"Yemen","New Sherrytown",414.9635698140991
2012,"Singapore","Wagnerland",414.978009592421
2006,"North Macedonia","Markmouth",414.9785483750298
2020,"Tajikistan","West Jacob",414.9805333536312
2002,"Serbia","Kramerchester",414.9856282260018
2010,"Gabon","Lake Johnport",414.9862791821285
2010,"Isle of Man","South Lisabury",414.9868269071819
2021,"Djibouti","Thompsonside",415.0048454929845
2021,"Korea","Myershaven",415.0104482880766
2015,"Svalbard & Jan Mayen Islands","Millertown",415.0160259592982
2009,"India","Lake Sandrashire",415.02031253610926
2015,"Bahamas","Mckinneyhaven",415.0251923071317
2000,"Andorra","Christopherside",415.0272630101721
2017,"Cape Verde","Lawsonhaven",415.0517965070457
2000,"Bhutan","East Nicholas",415.05832441435416
2019,"Gabon","Wilsonfurt",415.0650730674742
2017,"Sudan","Jesseside",415.0672017572804
2021,"Iraq","East Kathleenport",415.06894463673615
2015,"Svalbard & Jan Mayen Islands","Port Geraldmouth",415.0831021522073
2001,"Iran","Lake Steve",415.0943728509693
2012,"Cook Islands","Lake Vanessafort",415.0964906247389
2013,"Romania","West Maryhaven",415.0983430368889
2009,"Jamaica","Coxhaven",415.1170379484065
2014,"Djibouti","Port Timothy",415.1179759368446
2014,"Azerbaijan","Nicholschester",415.1179943618265
2000,"Kuwait","Martinezfurt",415.1431939737397
2005,"Fiji","Adamschester",415.1481542619803
2013,"Panama","New Davidborough",415.1535046419072
2013,"Cambodia","Port Danielle",415.15794569982216
2014,"Syrian Arab Republic","New Jennifer",415.1701105339134
2020,"Lesotho","Batesport",415.180146640382
2018,"Ireland","East Dale",415.18150996800136
2021,"Sweden","Davidmouth",415.1839422073821
2004,"Denmark","Port Brent",415.1948100268403
2012,"Kyrgyz Republic","North Haileyburgh",415.2002520683332
2003,"Marshall Islands","Mariahberg",415.2203347696993
2022,"United States of America","West Yvonne",415.23067317112975
2018,"Malaysia","Benjaminbury",415.257801546276
2016,"Anguilla","New Brianna",415.25817777187495
2017,"Andorra","East Scotthaven",415.2594062686375
2001,"Libyan Arab Jamahiriya","New Savannahmouth",415.2595298249822
2020,"Vanuatu","Lake Melanie",415.2677089756867
2009,"Tonga","Olsonport",415.273448722912
2004,"United States Virgin Islands","New Joshua",415.28810510598
2006,"Estonia","South Jessicamouth",415.306811278372
2018,"Taiwan","East Grant",415.3192693212797
2016,"Antarctica (the territory South of 60 deg S)","Port Stevenside",415.3252306492095
2019,"Ghana","Helenstad",415.3372292261855
2008,"French Guiana","Lake Norman",415.3492407216307
2001,"Romania","Johnathanfort",415.36785722573455
2016,"Saint Martin","Lake Suzanneland",415.383301771162
2008,"Greenland","South Amanda",415.4123781065886
2000,"Uzbekistan","West Richard",415.4202168723627
2018,"Lebanon","Andrewchester",415.47125182603816
2001,"Netherlands Antilles","Jacksonside",415.47361511929006
2015,"Bahamas","South Erinland",415.4984404869387
2007,"Libyan Arab Jamahiriya","Jeremyland",415.5010437564268
2022,"Canada","East Coreyburgh",415.5102184484542
2005,"Cuba","Barrettmouth",415.5119139524221
2009,"South Africa","Luisshire",415.5286411381101
2001,"Slovakia (Slovak Republic)","West Leonard",415.53997774150514
2018,"Greenland","Lake Brian",415.57243519294127
2000,"Mali","Bakerburgh",415.6086325655381
2022,"Yemen","South Melanieburgh",415.612413577053
2002,"Kiribati","South Melissa",415.6273952322794
2010,"American Samoa","North Michellemouth",415.6372278630865
2003,"Canada","Edwardfort",415.65371213247664
2020,"Moldova","Crawfordville",415.71321182591487
2008,"United States of America","Lake Jeffrey",415.71584232929166
2019,"Iceland","East Haley",415.7225720750155
2008,"Pitcairn Islands","Walkerborough",415.727807908879
2006,"Montenegro","Williamsfort",415.7457879660199
2019,"Bhutan","Caseyburgh",415.7623195534333
2006,"Somalia","Matthewsmouth",415.76811941444737
2016,"Slovakia (Slovak Republic)","Port Kylefurt",415.7824646188961
2012,"Honduras","North Austinmouth",415.8066763297376
2008,"Comoros","West Ashley",415.8241910529544
2004,"Grenada","Maryland",415.8414282166171
2000,"Trinidad and Tobago","West Jamiechester",415.84691109921454
2012,"Macao","Kristibury",415.85289940040593
2003,"Tunisia","East Thomas",415.85431608466337
2014,"Congo","Knightshire",415.85822046843134
2009,"Austria","Lake Karatown",415.86063334939314
2017,"Cook Islands","Christinemouth",415.8732254126522
2021,"Chile","West Allen",415.8907179094842
2004,"Argentina","East Karla",415.8925901401629
2006,"Angola","Lake David",415.9142260488529
2016,"Oman","Stephanieburgh",415.9268984483514
2011,"Cote d'Ivoire","West Shawn",415.9348958816504
2003,"Guinea","Wallmouth",415.9380801928618
2006,"Ecuador","Hickschester",415.94764221663047
2002,"Canada","North Lindseyville",415.970088724668
2018,"Liechtenstein","North Alexishaven",415.97175864716
2001,"Senegal","Lake Jacob",415.9892596668624
2010,"Korea","West Jennifer",415.99641033859456
2016,"Finland","North Susanchester",416.0006481029327
2015,"Iceland","North Paultown",416.0126171079356
2016,"Albania","West Johnport",416.02541796200063
2002,"Greece","North Hannahton",416.06182317957575
2008,"Monaco","Lake Javierchester",416.0720775810748
2019,"Lebanon","West Elizabethside",416.08197030869127
